id,date,int_lang,area,type,cell,safe,youngest,reg,gender,rwdirusa,rwdiril,rwdirlocal,qlife,app_gov_rau,app_ussen_kirk,app_ussen_dur,prim16_party,prim16_pres_dem,prim16_pres_dem_other,prim16_sen_dem,prim16_sen_dem_other,prim16_pres_rep,prim16_pres_rep_other,prim16_sen_rep,prim16_sen_rep_other,fixdeficit_il,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_dis,pen_cuts,tax_services,gamble_exp,tax_ret_inc,tax_ret_50K,tax_ret_supp,tax_inc_temp,tax_inc_mil,tax_inc_grad,tax_gas,redist_neutral,redist_commis,cf_judge,cf_judge_pub,term_lim,right2work,budg_affect,budg_imp1,budg_imp2,budge_imp3,budg_imp4,budg_imp5,budg_imp6,budg_imp7,budg_imp_other,budg_child,budg_citycuts,budg_he,budg_infradec,budg_jobloss,budg_locecon,budg_realest,budg_socserv,budg_other,abort_leg,lg_rights,med_mari,mari_rec,vet_courts,miss_diabet,miss_depress,miss_heart,miss_anxiety,education,ideo_leans,ideology,party_leans,party_aff,employ_time,employ_type,retired_type,union,relig_att_often,relig_type,religion,born_again,vet,vet_fam,zip,age_cat,birth_yr,rac_eth,rac_eth_other,hhinc
15131,20160219,1,3,1, , ,1,1,1,2,2,1,2,2,2,9,2, , , , ,6, ,1, ,2,2,1,1,1,2,2,1,4,2,2,2,2,4,5,5,4,5,5,5,2,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,4,3,1,1,2,1, , ,2,2,4,3,7,3,3, ,1,2,4, ,1,2,2,1,60421,11,1946,1, ,1
2816,20160215,1,2,1, , ,1,1,1,2,2,2,4,5,4,2,1,1, ,3, , , , , ,2,2,2,2,1,1,1,1,4,4,1, ,1,4,2,1,2,1,3,2,1,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,1,2,2, ,2,1, ,3,1,1,1,1,1,2, ,2,1,1, ,1,5,2,60419,2,1988,2, ,1
37835,20160218,1,2,2,1,1, ,1,2,2,2,2,4,4,9,4,4, , , , , , , , ,2,2,2,1,1,2,2,1,4,4,2,1,1,4,2,1,3,1,3,1,3,2,1,1,3, , , , , , , ,0,0,1,0,0,0,0,0,0,3,3,4,2,1,2, , ,3,5,5, ,4,2,1,2, ,2,2,1, ,1,5,2,60419,6,1969,2, ,4
21933,20160217,1,2,2,1,1, ,1,2,1,2,1,2,3,3,3,1,4, ,5, , , , , ,4,2,2,2,2,2,2,2,2,1,2,2,2,4,1,2,4,2,3,1,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1, ,2,1, ,5,2,1,2,1,1,1, ,1,4, ,1,2,5,2,60417,2,1990,2, ,7
39903,20160220,1,2,1, , ,1,1,2,1,1,1,2,2,2,2,1,2, ,2, , , , , ,2,2,2,2,2,2,2,2,3,4,3, ,3,3,1,2,2,2,2,2,2,3,3,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,2,1, ,2, ,1,2,1,1,2,1,4, , ,2,4, ,1,2,5,2,60415,1,1997,1, ,4
13225,20160216,1,2,2,1,1, ,1,1,1,2,2,2,4,4,4,1,2, ,5, , , , , ,2,2,2,2,1,2,2,2,2,4,2,1,1,3,1,1,2,2,3,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3, ,1, ,5,2,1,3,1,1,1, ,2,5, ,1,2,5,2,60412,3,1986,1, ,4
161,20160215,1,2,2,1,1, ,1,2,2,1,1,5,1,2,5,2, , , , ,6, ,1, ,2,1,1,2,1,2,2,2,4,2,3, ,3,4,4,5,2,2,5,1,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,2,1,2,1, ,1, ,1,3,5, ,5,3,1,1, ,2,2,1, ,1,5,2,60411,9,1952,1, ,1
5322,20160216,1,2,2,1,1, ,1,2,1,2,2,3,5,2,2,1,2, ,5, , , , , ,2,2,2,1,2,2,2,2,1,1,1, ,1,3,1,1,2,2,3,1,5,1,1,1,3, , , , , , , ,0,0,1,0,0,0,0,0,0,1,1,1,1,1, ,2, ,1,6,2,1,2,1,1,1, ,2,2,1, ,2,5,2,60411,3,1986,2, ,3
9711,20160218,1,2,2,1,1, ,1,2,2,2,2,4,5,2,4,4, , , , , , , , ,5,1,1,1,2,1,1,2,4,4,2,3,2,4,1,1,4,3,4,1,1,1,1,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,4,2,2, ,1,1, ,3,3,2,9,9,4, , ,2,2,1, ,2,5,2,60411,9,1952,2, ,4
21783,20160217,1,2,1, , ,1,1,2,3,2,2,3,9,9,2,1,1, ,1, , , , , ,3,2,2,2,1,2,2,2,3,2,2,2,2,4,1,5,4,2,3,1,3,3,1,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,1,2,1,2,2, ,3, ,3,5,4,3,2,1,1,3, ,1,4, ,2, ,5,2,60409,6,1968,2, ,5
29347,20160218,1,2,2,1,1, ,1,2,2,2,1,3,4,9,2,1,1, ,5, , , , , ,5,2,2,1,2,2,2,2,4,1,2,2,2,4,4,4,1,3,2,3,4,4,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,2,3,1,1, ,3, ,1,4,2,1,1,1,4, , ,2,3,1, ,2,5,2,60409,6,1971,2, ,1
32408,20160218,1,2,1, , ,1,1,2,1,3,1,1,3,9,2,1,1, ,1, , , , , ,1,2,2,2,2,2,2,2,5,3,2,3,2,5,2,5,5,5,5,5,5,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,3,2,2,1, ,2, ,2,6,9,1,1,5, , ,1,1,8, , ,5,1,60409,5,1972,2, ,1
48816,20160219,1,2,1, , ,1,1,2,2,2,1,3,5,2,1,1,1, ,3, , , , , ,2,2,2,2,2,2,2,2,4,4,2,1,1,4,1,4,1,1,3,2,2,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,4,1,2,1, ,3,2, ,2,4,3,1,1,4, , ,2,2,1, ,2,5,1,60409,13,1927,2, ,1
8811,20160216,1,3,2,1,1, ,1,1,2,2,2,4,4,4,2,1,2, ,5, , , , , ,2,2,2,1,2,2,1,2,3,2,1, ,1,2,2,2,4,2,1,1,1,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,4,1,1,1,2,1, , ,2,2,2,1,1,1,1,1, ,1,1,1, ,2,5,1,60408,5,1973,1, ,5
4076,20160217,1,2,1, , ,1,1,1,2,2,1,3,5,5,2,1,2, ,1, , , , , ,3,2,2,2,2,2,2,1,4,3,2,2,2,1,1,3,3,3,1,1,2,1,4,1,8, , , , , , , ,0,0,0,0,0,0,0,1,0,1,1,1,1,1, ,1, ,1,3,2,1,1,1,1,1, ,1,4, ,1,2,5,2,60406,7,1964,1, ,6
45934,20160219,1,2,1, , ,1,1,1,2,2,2,3,5,2,4,3, , , , , , , , ,2,2,1,2,2,2,2,2,3,1,1, ,1,4,1,2,2,2,1,2,2,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,2, ,2,1, ,3,2,1,8,8,1,1, ,2,4, ,1,2,5,1,60406,4,1978,1, ,4
69212,20160220,1,2,1, , ,1,1,2,2,2,3,4,2,4,5,2, , , , ,5, ,4, ,2,2,2,2,1,1,2,1,3,1,2,2,2,4,1,1,3,2,3,1,3,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,2,1, ,3,1, ,2,5, ,7,3,3, ,1,1,3,1, ,2,5,1,60406,11,1945,1, ,4
36876,20160217,1,3,1, , ,1,1,2,2,2,2,4,5,4,4,1,1, ,1, , , , , ,2,2,2,2,1,1,2,2,1,4,2,2,2,4,4,1,4,2,1,1,1,1,1,1,9, , , , , , ,We just don't like it.,0,0,0,0,0,0,0,0,1,3,4,4,2,1, ,2,1, ,5,5, ,2,1,4, , ,1,6, ,1,2,5,2,60403,10,1949,1, ,3
343,20160214,1,2,2,1,1, ,1,1,1,1,1,3,5,5,4,1,1, ,5, , , , , ,4,2,2,2,2,2,2,2,3,3,2,1,1,3,2,2,3,2,3,2,1,3,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,1,1,3,1,1, , ,3,2,4,3,2,1,4, , ,2,4, ,1,2,5,1,60402,6,1970,2, ,1
2685,20160216,1,2,1, , ,1,1,1,2,2,2,4,4,4,5,3, , , , , , , , ,2,2,1,2,2,2,2,1,5,1,2,1,1,4,1,1,4,1,1,1,1,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1, , ,1,3,3,2,4,2,4, , ,2,3,1, ,2,5,1,60402,9,1954,1, ,1
4133,20160215,1,1,2,1,1, ,1,1,2,2,1,2,5,4,1,1,2, ,1, , , , , ,3,2,2,2,2,2,2,1,2,5,2,1,1,1,1,1,2,2,1,1,1,2,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,1,2, ,4, ,3,3,3,2,1,1,2,1, ,1,5, ,1,2,3,1,60402,10,1948,1, ,2
9864,20160216,1,2,2,1,1, ,1,1,1,2,1,2,1,1,2,1,2, ,1, , , , , ,2,2,2,1,2,2,2,1,4,4,1, ,1,1,1,1,1,2,2,2,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,1,2,1, ,2,1, ,3,4,3,2,1,4, , ,2,1,1, ,1,5,2,60402,1,1994,4, ,1
30545,20160218,1,2,1, , ,1,1,2,3,2,1,4,5,2,2,1,4, ,1, , , , , ,3,2,1,2,2,2,2,2,4,2,2,1,1,3,4,1,3,3,2,1,4,1,4,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,2,1,1,2,1,1, , ,1,5,2,1,2,1,2,3, ,1,5, ,3, ,5,1,60402,5,1974,1, ,5
35362,20160218,1,2,2,1,1, ,1,1,2,2,1,2,5,2,2,1,1, ,1, , , , , ,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,4,1,4,1,5,8,1, , , , , ,1,0,0,0,1,0,0,1,0,2,2,1,2,1,1, , ,1,6,3,2,3,1,1,1, ,2,1,1, ,2,5,2,60402,6,1971,1, ,6
36907,20160218,1,2,2,1,1, ,1,2,2,2,2,2,1,2,2,2, , , , ,6, ,1, ,2,2,1,1,2,2,2,2,4,2,2,2,2,4,2,2,4,1,2,1,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1, ,2, ,2,3,4,3,5,3,1,1, ,2,4, ,3, ,5,1,60305,9,1956,1, ,4
33166,20160217,1,2,1, , ,1,1,1,2,2,1,2,2,2,2,1,2, ,1, , , , , ,3,2,1,1,1,2,2,1,1,4,1, ,1,3,1,2,1,1,1,1,2,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,2,1, ,1, ,1,6,4,3,3,1,2,1, ,2,1,1, ,1,5,2,60304,12,1940,1, ,5
13555,20160217,1,2,1, , ,1,1,2,1,2,2,3,5,2,2,1,2, ,1, , , , , ,4,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,4,2,3,2, , ,4,4,3,2,1,1,4, , ,2,1,1, ,1,5,1,60302,6,1970,2, ,9
19740,20160219,1,1,2,1,1, ,1,1,2,3,1,1,2,9,2,3, , , , , , , , ,3,2,2,1,2,2,2,2,1,2,2,1,1,1,1,1,3,1,2,1,2,3,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2, ,1, ,1,3,1,1,2,1,1,1, ,2,4, ,1,2,5,1,60302,4,1977,1, ,7
30485,20160218,1,2,2,1,1, ,1,1,2,2,1,2,4,2,2,1,2, ,5, , , , , ,1,2,2,2,2,2,2,2,1,3,1, ,1,1,1,1,2,1,1,1,1,2,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2, ,2, ,1,5,1,1,1,1,1,4, ,2,4, ,1,2,5,1,60302,2,1990,1, ,3
50060,20160218,1,2,1, , ,1,1,2,1,2,1,1,5,5,1,1,1, ,1, , , , , ,3,2,2,2,2,2,2,1,3,3,2,1,1,1,1,1,1,2,1,1,3,3,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1, ,1, ,6,1,1,1,1,1,4, ,2,4, ,3, ,5,2,60302,7,1962,1, ,7
31021,20160219,1,2,1, , ,1,1,2,3,2,3,1,5,2,1,1,2, ,1, , , , , ,3,2,1,2,2,2,2,1,1,1,2,1,1,3,1,1,2,1,1,4,1,1,4,1,9, , , , , , ,Diminished our income,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2, ,1, ,6,1,1,3,1,3, ,4,2,5, ,2, ,5,1,60202,11,1942,1, ,3
65514,20160220,1,2,1, , ,1,1,2,1,2,2,2,5,5,3,1,1, ,5, , , , , ,3,2,2,1,2,2,2,1,2,3,2,1,1,3,1,2,1,3,1,1,2,3,1,1,3,4, , , , , , ,0,0,1,1,0,0,0,0,0,1,1,1,1,2, ,1,1, ,6,2,1,4,2,1,4, ,2,3,1, ,2,2,1,60202,7,1965,7, ,5
2953,20160215,1,1,2,1,1, ,1,1,1,2,2,3,4,4,1,4, , , , , , , , ,3,2,2,1,2,2,2,1,3,4,2,2,2,4,1,1,3,1,1,1,2,1,4,1,8,8, , , , , , ,0,0,0,0,0,0,0,1,0,1,1,1,2,2,1, , ,1,5,2,1,9,9,1,1, ,1,4, ,2, ,4,2,60201,7,1965,3, ,7
9311,20160217,1,2,1, , ,1,1,1,3,2,1,2,5,5,1,4, , , , , , , , ,3,2,1,2,1,2,2,2,4,4,2,1,1,1,1,1,2,1,1,1,5,1,4,1,5,2,1, , , , , ,1,1,0,0,1,0,0,0,0,1,1,1,2,1,1, ,1, ,6,3,2,4,2,2,4, ,2,2,1, ,2,5,2,60201,13,1936,1, ,3
9918,20160216,1,1,2,1,1, ,1,1,3,2,2,2,2,2,4,1,4, ,2, , , , , ,1,2,2,1,2,2,2,1,1,4,1, ,1,1,4,4,4,1,1,1,1,1,1,1,6,8, , , , , , ,0,0,0,0,0,1,0,1,0,1,1,1,1,2,1, ,1, ,6,1,1,5,3,1,2, ,2,3,1, ,2,2,1,60201,10,1949,6,Native American,6
14531,20160220,1,2,1, , ,1,1,1,1,2,1,2,5,5,2,1,1, ,1, , , , , ,1,2,2,1,2,2,2,2,2,3,2,1,1,2,2,4,2,1,2,2,2,3,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,2, ,2, ,1,6,2,1,1,1,1,4, ,1,5, ,2, ,5,2,60201,6,1969,3, ,6
25598,20160219,1,1,1, , ,1,1,1,1,1,1,2,2,9,2,2, , , , ,6, ,4, ,5,2,1,2,2,1,2,1,3,3,2,3,2,4,2,3,3,3,1,1,2,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,1,2, ,2,1, ,5,4,3,5,3,1,1, ,2,4, ,1,2,5,2,60201,2,1988,1, ,5
25692,20160217,1,2,1, , ,1,1,2,2,2,1,2,4,2,2,1,1, ,1, , , , , ,2,2,2,1,1,2,2,1,2,4,2,2,2,2,1,4,1,1,1,1,1,1,2,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,1,1,2,1,2, , ,3,5,2,1,4,2,1,2, ,2,1,1, ,2,5,2,60201,11,1945,1, ,7
42463,20160219,1,2,1, , ,1,1,2,1,2,1,1,5,4,1,1,1, ,1, , , , , ,1,2,2,2,2,2,2,2,2,3,1, ,1,1,1,1,1,2,1,1,1,3,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1, ,1, ,5,1,1,1,1,2,4, ,2,3,1, ,2,5,2,60201,12,1939,1, ,5
5337,20160214,1,2,2,1,1, ,1,1,2,2,2,3,2,2,2,2, , , , ,6, ,1, ,3,2,2,2,2,2,2,1,2,3,2,2,2,3,2,2,3,2,2,3,3,1,1,1,9, , , , , , ,His neice lost funding for special houses for her circumstance,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2, ,1, ,5,3,2,6,3,3, ,1,2,3,1, ,2,2,1,60194,11,1942,1, ,2
2703,20160217,1,2,1, , ,1,1,1,2,2,1,3,4,5,5,2, , , , ,6, ,2, ,2,1,1,1,1,1,1,2,4,1,2,2,2,4,1,1,4,2,3,4,4,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1, ,1, ,3,3,2,6,3,3, ,3,2,4, ,1,2,2,1,60194,11,1942,1, ,2
15781,20160216,1,2,2,1,1, ,1,1,3,2,2,2,4,4,4,4, , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,3,2,2,4,3,2,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1, ,2,1, ,2,3,2,3,1,4, , ,2,3,2, , ,5,2,60193,1,1995,1, ,8
66494,20160220,1,2,1, , ,1,1,1,2,2,1,2,4,2,5,2, , , , ,5, ,1, ,3,2,1,2,1,2,2,2,2,2,2,2,2,3,2,3,3,4,4,2,3,4,1,1,8, , , , , , , ,0,0,0,0,0,0,0,1,0,2,1,1,2,2,1, , ,2,6,4,3,7,3,3, ,1,2,2,1, ,2,2,2,60193,13,1932,1, ,6
4376,20160217,1,2,1, , ,1,1,2,2,2,1,2,2,2,4,2, , , , ,5, ,1, ,2,2,2,2,1,1,2,3,2,3,2,2,2,3,4,3,2,2,2,1,2,1,1,1,8, , , , , , , ,0,0,0,0,0,0,0,1,0,2,2,1,2,2,1, , ,1,6,4,3,7,3,3, ,1,2,1,1, ,1,5,1,60192,11,1945,1, ,3
25046,20160215,1,2,2,1,1, ,1,1,2,2,1,1,2,9,5,4, , , , , , , , ,2,2,2,2,2,2,2,1,4,3,2,1,1,4,1,2,4,1,4,1,1,1,4,1,8, , , , , , , ,0,0,0,0,0,0,0,1,0,2,2,1,2,2, ,1,1, ,5,3,2,8,8,3, ,1,2,1,1, ,2,5,2,60192,10,1951,1, ,9
17771,20160218,1,2,2,1,1, ,1,2,1,2,1,2,9,9,4,1,2, ,1, , , , , ,2,2,2,1,1,1,2,2,1,3,2,1,1,3,1,2,1,1,3,1,4,3,1,1,3,5, , , , , , ,0,0,1,0,1,0,0,0,0,1,1,1,1,1, ,2, ,2,6,2,1,3,1,1,1, ,2,5, ,1,1,5,2,60191,2,1989,1, ,4
26296,20160218,1,2,2,1,1, ,1,1,2,2,2,2,5,2,2,4, , , , , , , , ,2,2,1,2,1,2,2,1,1,4,1, ,1,1,1,1,4,1,5,1,1,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1, ,1, ,3,2,1,4,2,1,1, ,1,3,1, ,2,5,1,60191,8,1958,1, ,4
6172,20160217,1,2,1, , ,1,1,1,2,2,1,1,2,5,4,2, , , , ,8, ,2, ,3,2,1,2,1,2,2,1,2,3,1, ,1,2,1,2,1,1,1,2,4,2,1,1,8,2, , , , , , ,0,1,0,0,0,0,0,1,0,3,2,1,1,2, ,2,2, ,6,4,3,7,3,3, ,1,2,1,1, ,2,5,2,60190,12,1937,1, ,5
9044,20160215,1,2,1, , ,1,1,1,2,2,1,2,2,2,4,4, , , , , , , , ,2,1,2,1,1,1,2,1,4,4,2,2,2,4,3,4,4,1,2,2,2,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,2,1,2,1, ,2, ,2,6,4,3,4,2,1,4, ,2,1,1, ,1,5,1,60189,8,1961,1, ,5
11481,20160216,1,2,2,1,1, ,1,2,2,2,1,2,2,3,1,1,1, ,5, , , , , ,3,2,2,2,2,2,2,2,2,3,3, ,3,2,1,2,2,5,5,2,2,2,1,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,3,1, , ,2,5,3,2,2,1,4, , ,2,3,1, ,2,5,2,60189,6,1967,1, ,7
11550,20160217,1,2,1, , ,1,1,1,2,2,1,2,2,9,9,3, , , , , , , , ,3,2,1,2,2,1,2,1,3,4,1, ,1,3,1,2,1,1,1,1,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,4,1,1,2,2,1, , ,2,5,3,2,5,3,1,1, ,2,4, ,1,2,5,2,60189,6,1969,1, ,9
18847,20160218,1,1,2,1,1, ,1,2,1,2,1,1,5,4,1,1,1, ,1, , , , , ,3,2,2,2,2,2,2,2,2,4,1, ,1,2,1,1,2,2,1,1,5,1,1,1,10, , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1, ,1,1, ,6,1,1,2,1,1,4, ,2,1,1, ,2,5,1,60189,9,1956,7, ,9
27070,20160218,1,2,1, , ,1,1,1,1,2,1,2,2,5,5,2, , , , ,5, ,2, ,2,2,1,2,2,1,2,1,3,2,2,1,1,1,2,1,2,1,1,1,3,1,1,1,6, , , , , , , ,0,0,0,0,0,1,0,0,0,1,1,1,1,2,1, ,1, ,5,4,3,5,3,1,1, ,2,1,1, ,2,5,1,60189,7,1966,1, ,5
51941,20160219,1,2,1, , ,1,1,1,2,2,2,3,5,3,1,4, , , , , , , , ,2,2,2,2,1,2,2,2,4,2,2,2,2,3,4,2,1,1,2,1,2,2,1,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,2,1,1,1,2, ,1,1, ,6,3,2,4,2,3, ,3,2,3,1, ,2,2,2,60189,11,1946,1, ,9
6800,20160215,1,2,1, , ,1,1,1,2,2,2,3,2,9,4,2, , , , ,6, ,1, ,2,2,1,2,1,1,2,1,2,4,2,2,2,4,1,2,4,3,4,2,4,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1, ,1, ,4,4,3,8,8,1,1, ,2,4, ,3, ,2,1,60188,9,1954,1, ,6
68610,20160220,1,2,1, , ,1,1,2,1,2,1,2,4,2,2,4, , , , , , , , ,2,2,2,2,2,2,2,2,3,3,2,3,2,3,2,2,3,2,3,3,2,1,4,1,8, , , , , , , ,0,0,0,0,0,0,0,1,0,2,1,3,2,2, ,2, ,4,2,2,1,9,9,3, ,5,2,1,1, ,2,5,1,60188,13,1932,1, ,1
70063,20160220,1,2,1, , ,1,1,2,2,2,2,4,5,4,1,1,1, ,5, , , , , ,5,3,3,2,2,2,2,1,5,3,2,1,1,4,1,5,4,2,5,1,2,1,4,1,8,6,5,5, , , , ,0,0,0,0,1,1,0,1,0,3,2,1,2,1, ,1,1, ,3,6,9,1,1,3, ,1,1,4, ,1,3,5,1,60188,10,1947,1, ,2
17193,20160216,1,2,2,1,1, ,1,1,2,2,2,2,4,2,2,2, , , , ,4, ,4, ,3,2,3,1,2,2,2,1,3,3,1, ,1,3,3,2,1,2,1,3,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,1,1, ,2, ,1,5,4,3,7,3,1,1, ,2,1,1, ,1,5,1,60187,7,1966,1, ,7
32052,20160218,1,2,1, , ,1,1,1,3,2,1,2,3,3,2,1,1, ,5, , , , , ,3,2,2,3,1,2,2,1,2,2,2,2,2,2,2,3,3,2,2,2,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,2,1, ,2,1, ,6,2,1,3,1,3, ,1,2,3,1, ,2,5,2,60187,12,1941,1, ,7
54986,20160219,1,2,1, , ,1,1,1,2,2,1,1,1,2,4,2, , , , ,8, ,1, ,3,1,1,1,1,1,2,1,4,4,2,2,2,4,4,4,2,1,1,4,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,5,2,2, ,3,2, ,6,4,3,7,3,3, ,4,2,3,1, ,2,2,2,60187,13,1928,1, ,4
56309,20160218,1,2,1, , ,1,1,2,2,2,1,1,2,4,4,2, , , , ,8, ,4, ,3,2,1,2,1,3,2,1,1,2,3, ,3,2,2,3,1,2,2,3,2,3,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,3,2,2, ,1,1, ,5,4,3,6,3,2,2, ,2,2,1, ,1,5,1,60187,6,1968,1, ,7
4984,20160216,1,2,2,1,1, ,1,2,2,2,1,1,1,4,2,1,1, ,1, , , , , ,3,2,2,2,2,2,2,1,1,2,2,1,1,4,2,1,1,1,4,1,3,1,1,1,3, , , , , , , ,0,0,1,0,0,0,0,0,0,1,1,1,1,2, ,1, ,1,6,3,2,2,1,1,1, ,2,4, ,1,2,5,1,60185,8,1960,1, ,5
11626,20160217,1,2,1, , ,1,1,1,2,2,1,3,5,4,4,3, , , , , , , , ,2,1,1,2,2,2,2,1,2,1,1, ,1,4,1,1,4,2,2,1,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1, , ,1,2,3,2,2,1,1,1, ,2,5, ,2, ,5,1,60185,8,1957,1, ,2
17899,20160218,2,2,1, , ,1,1,2,2,2,2,4,2,2,2,3, , , , , , , , ,2,2,2,2,2,2,2,2,1,1,2,1,1,4,1,1,3,2,2,3,3,2,2,1,8, , , , , , , ,0,0,0,0,0,0,0,1,0,1,2,1,2,2,2, ,1, ,1,4,3,1,1,3, ,3,2,1,1, ,2,5,2,60185,11,1945,4, ,1
38548,20160218,1,2,2,1,1, ,1,1,2,2,1,2,2,2,5,2, , , , ,5, ,4, ,3,2,1,2,2,2,2,2,3,4,2,1,1,3,3,5,2,1,1,2,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,2,3,2,1,2, ,1, ,6,4,3,7,3,1,4, ,2,1,1, ,1,5,1,60185,9,1953,1, ,5
937,20160217,1,2,1, , ,1,1,2,2,2,1,3,4,9,2,4, , , , , , , , ,2,2,2,2,2,2,2,1,1,4,2,3,2,4,1,1,4,2,5,1,4,1,5,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,4,1,1,2,2,1, ,1, ,2,3,2,7,3,3, ,1,2,1,1, ,2,5,1,60181,11,1946,1, ,9
4008,20160217,1,2,1, , ,1,1,1,1,2,1,2,5,4,1,1,2, ,1, , , , , ,3,2,2,2,2,2,2,1,3,3,1, ,1,1,1,1,4,2,1,1,5,1,6,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,2, ,2,1, ,5,2,1,1,1,3, ,1,2,4, ,1,2,5,1,60181,10,1950,1, ,6
21957,20160216,1,2,2,1,1, ,1,1,2,2,2,4,2,4,5,2, , , , ,3, ,4, ,2,1,1,2,1,3,2,3,4,4,2,2,2,4,4,4,4,4,2,4,4,4,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,1,2,2,1, , ,2,5,5, ,8,8,1,1, ,2,1,1, ,1,2,2,60180,10,1950,1, ,9
1698,20160215,1,2,2,1,1, ,1,1,2,2,1,2,9,9,5,2, , , , ,1, ,4, ,2,2,1,1,1,1,1,1,4,2,2,2,2,4,4,3,4,3,5,3,4,2,1,1,10, , , , , , , ,0,0,0,0,0,0,0,0,0,1,2,1,3,1, ,2, ,2,5,5, ,7,3,1,1, ,2,3,1, ,2,5,1,60177,3,1986,1, ,6
62840,20160220,1,2,1, , ,1,1,1,1,2,1,1,4,4,2,1,2, ,1, , , , , ,1,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,2,1,1,1,4,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,4,1,1,1,3,1, ,1, ,6,2,1,1,1,1,1, ,1,3,1, ,2,5,1,60177,7,1965,1, ,7
8481,20160218,1,2,2,1,1, ,1,1,2,2,1,3,2,5,5,2, , , , ,6, ,1, ,2,2,1,2,1,1,2,1,4,5,2,2,2,4,4,4,4,2,4,1,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1, ,1, ,4,5, ,7,3,1,1, ,2,4, ,1,2,5,2,60175,5,1974,1, ,7
