id,date,int_lang,area,type,S1,S2,S3,S5,gender,rwdirusa,rwdiril,rwdirlocal,qlife,raunerappog,Q6,Q7,Q8,Q9,Q10,Q11,Q11_oth,Q12,Q12_oth,Q13,Q13_oth,Q14,fix_deficit_il,stale_budg_aff,Q16AM1,BudgetAffect,Q16A_oth,Q16AM2,Q16AM3,Q16AM4,Q16AM5,Q16AM6,Q16AM7,Q16AM8,Q16AM9,view_unions_og,right2work_og,union_inf,Q20,Q21,desire_move,Q23,Q23_oth,ReasonMoveCollapse,term_lim,redist_commis,Q26,env_econ,vet_sentence,education,ideology_og,party_aff_og,Q32,Q33,Q34,Q35,QR01,QR02A,QR02B,QR03,Q36,Q37,Q38,Q39_cat,birth_yr,rac_eth,Q40_oth,hhinc,Generation,party_aff,ideology,age_cat50,BudgAffectCOL,raunerapp,unionview,right2work,fairshr,gaslockbox,madapp,cullapp,enthusiasm,prez16,senate16,comptroller16,climate_chng,likely_move
033396,20160928,1,2,2,1,1, ,1,2,2,2,2,2,2,5,2,1,1,1,1, ,10, ,1, ,1,2,2, , , , , , , , , , , ,4,2,3,1,4,1,21,no common sense,12,1,1,2,2,1,3,4,5,1,4, ,2,2,1, ,2,5,1,60185,8,1958,1, ,6,2,3,3,2, ,1,2,1,1,1,2,1,1,1,5,1,2,2
034511,20160928,1,2,2,1,1, ,1,2,3,2,2,4,9,4,2,1,1,1,3, ,3, ,3, ,1,2,2, , , , , , , , , , , ,5,1,3,2,5,1,21,nearer to family,1,3,1,3,1,3,1,3,1,4, , ,2,5, ,1,2,5,1,60628,8,1958,1, ,8,2,1,2,2, ,3,3,1,2,1,2,1,1,2,2,2,3,2
026941,20160930,1,3,2,1,1, ,1,2,2,2,2,4,2,9,9,1,2,2,4, ,1, ,2, ,3,2,2, , , , , , , , , , , ,2,2,1,2,5,1,21,living here is too expensive,11,1,1,3,2,2,4,3,6,4, , ,1,1,1, ,2,5,2,60421,8,1960,1, ,7,2,3,2,2, ,1,1,1,2,2,3,3,2,2,1,1,3,2
083180,20160929,1,3,2,1,1, ,1,2,2,1,1,2,2,4,2,1,1,1,1, ,1, ,1, ,3,2,2, , , , , , , , , , , ,2,2,3,2,5,1,21,less populated area,12,1,1,3,2,2,2,5,7,1,4, ,2,1,1, ,1,5,2,62272,7,1965,1, ,4,3,3,3,2, ,1,1,1,2,2,2,1,1,1,1,1,3,2
025362,20161001,1,2,2,1,1, ,1,2,1,2,2,4,5,2,2,1,1,1,3, ,3, ,3, ,1,2,2, , , , , , , , , , , ,2,1,2,2,1,1,21,just to get away,12,1,1,3,1,1,3,2,1,3, ,1,2,2,2, , ,5,1,60623,8,1957,2, ,1,2,1,1,2, ,2,1,1,2,1,1,1,1,2,2,2,3,1
078945,20160929,1,1,2,1,1, ,1,1,2,1,1,2,1,5,4,1,2,2,3, ,3, ,10, ,1,3,2, , , , , , , , , , , ,3,2,3,2,4,1,21,just the change,12,1,1,1,1,2,6,3,3,1,4, ,2,5, ,3, ,5,1,60612,4,1978,1, ,9,3,1,2,1, ,1,2,1,2,1,2,2,2,2,2,5,1,2
080865,20160929,1,2,2,1,1, ,1,2,3,3,3,3,9,5,9,1,1,2,10, ,10, ,10, ,1,2,3, , , , , , , , , , , ,5,5,4,2,4,1,21,its bad here,12,1,1,3,1,1,4,2,8,1,1, ,2,1,1, ,1,2,2,60126,6,1968,7, ,9,3,8,1,1, ,3,3,3,2,1,2,3,2,5,5,5,3,2
012459,20160930,1,1,2,1,1, ,1,1,2,3,1,1,9,9,9,3, , , , , , , , , ,5,2, , , , , , , , , , , ,2,5,2,2,2,1,21,It is farther away from people I know.,1,1,1,1,2,1,2,2,2,4, , ,2,4, ,3, ,5,2,60192,1,1996,1, ,3,4,1,1,1, ,3,1,3,2,3,3,3,4,5,5,5,1,1
081839,20160929,1,3,2,1,1, ,1,2,2,2,2,3,5,4,3,1,1,2,7, ,3, ,3, ,1,2,2, , , , , , , , , , , ,2,1,2,2,4,1,21,illonis is crap,12,1,1,1,1,3,5,2,2,1,1, ,2,1,1, ,2,5,2,60012,7,1963,1, ,4,2,1,1,2, ,2,1,1,2,1,2,3,2,4,2,2,1,2
082783,20160930,1,2,2,1,1, ,1,1,2,2,2,4,2,5,4,1,2,1,1, ,1, ,1, ,1,5,2, , , , , , , , , , , ,3,2,3,1,1,1,21,illinos has the worst taxes in the US,5,1,1,2,1,1,4,5,7,1,1, ,2,4, ,1,1,2,1,60120,6,1969,1, ,4,3,3,3,1, ,1,2,1,1,1,2,2,1,1,1,1,2,1
051363,20160927,1,2,1, , ,1,1,2,2,2,1,2,1,5,9,1,1,1,1, ,1, ,1, ,1,3,2, , , , , , , , , , , ,2,2,3,2,4,1,21,Illinois too liberal for me,6,1,1,2,2,1,3,4,7,3, ,1,1,2,1, ,2,5,1,60164,10,1947,1, ,5,2,3,3,2, ,1,1,1,2,1,2,3,1,1,1,1,2,2
081807,20160930,1,3,2,1,1, ,1,2,2,2,1,3,2,5,2,2,1,2,7, ,2, ,3, ,1,3,2, , , , , , , , , , , ,2,1,1,1,3,1,21,Illinois is not heading down the right path,6,1,2,3,1,1,3,1,4,2,1, ,2,4, ,2, ,5,2,61801,1,1997,7, ,4,4,2,1,1, ,1,1,1,1,1,2,1,2,4,1,2,3,1
001399,20160927,1,2,2,1,1, ,1,2,3,2,2,5,5,5,5,1,1,1,10, ,4, ,10, ,1,2,2, , , , , , , , , , , ,1,5,2,2,5,1,21,ILLINOIS IS CORRUPTED,6,1,2,3,1,1,3,4,9,1,5, ,1,5, ,2, ,5,1,60051,8,1960,1, ,2,2,9,3,2, ,2,1,3,2,1,2,2,1,5,2,5,3,2
081512,20160929,1,2,2,1,1, ,1,2,2,2,1,2,4,2,4,1,2,2,10, ,3, ,3, ,1,2,2, , , , , , , , , , , ,3,2,3,2,4,1,21,"Illinois does not send out driver's license, doctor's, nurse's, etc reminders to renew and then if y",6,1,1,1,1,2,6,3,3,1,2, ,2,2,1, ,1,2,1,60538,8,1959,7, ,5,2,1,2,2, ,2,2,1,2,1,1,2,2,5,2,2,1,2
050973,20161001,1,2,1, , ,1,1,1,2,2,1,1,1,5,2,1,1,2,10, ,1, ,1, ,1,2,2, , , , , , , , , , , ,3,5,3,2,5,1,21,If Madigan stays nothing will improve.,6,1,1,2,2,1,5,4,6,1,1, ,2,4, ,1,2,5,1,60174,9,1954,1, ,6,2,3,3,2, ,1,2,3,2,1,2,1,2,5,1,1,2,2
078094,20161002,1,2,1, , ,1,1,2,2,2,1,3,4,4,4,4, , , , , , , , , ,2,2, , , , , , , , , , , ,3,2,3,2,4,1,21,I would rather live in a state where the politicians are more concerned about the residents' needs i,6,1,1,1,1,1,2,4,5,1,3, ,2,5, ,1,2,5,1,60511,7,1964,1, ,5,2,3,3,2, ,2,2,1,2,3,2,2,4,5,5,5,1,2
010897,20160927,1,1,2,1,1, ,1,2,2,2,2,1,1,5,9,1,1,1,1, ,10, ,1, ,1,2,2, , , , , , , , , , , ,4,5,3,2,3,1,21,"I WOULD LIKE TO MOVE TO ISREAL, WERE MY GREAT GRANFATHER CAME FROM.",1,1,2,1,2,1,1,5,7,1,4, ,2,4, ,2, ,5,1,60626,8,1961,6,JEWISH,7,2,3,3,2, ,1,2,3,2,1,2,3,1,1,5,1,1,1
031299,20161002,1,2,2,1,1, ,1,1,2,2,1,1,2,5,9,1,2,2,1, ,1, ,1, ,1,3,2, , , , , , , , , , , ,2,5,2,3,3,1,21,I would like to move to a state with a balanced budget that supports small businesses.,6,1,1,1,3,1,5,5,6,1,1, ,2,1,1, ,1,5,2,60189,6,1968,1, ,7,3,3,3,1, ,1,1,3,3,1,2,3,2,1,1,1,1,1
080830,20160929,1,2,2,1,1, ,1,1,2,2,2,3,2,1,2,1,2,1,3, ,1, ,7, ,5,2,2, , , , , , , , , , , ,4,1,1,1,5,1,21,I would like to move,12,2,1,3,2,1,3,3,3,4, , ,2,4, ,1,1,5,2,60426,1,1993,2, ,8,4,1,2,1, ,1,2,1,1,3,1,1,1,2,1,4,3,2
079496,20160929,1,1,2,1,1, ,1,2,2,2,1,3,5,5,9,1,3,2,3, ,10, ,10, ,1,5,2, , , , , , , , , , , ,2,5,2,1,2,1,21,I think govenor and mayor are a joke. They do not know what it akes for the people to make to end me,6,1,1,5,3,3,5,3,1,1,1, ,2,3,2, , ,5,1,60616,4,1978,2, ,3,3,1,2,1, ,2,1,3,1,1,2,3,2,2,5,5,4,1
078690,20160930,1,2,2,1,1, ,1,1,1,2,1,2,4,9,9,1,2,1,3, ,3, ,3, ,1,1,2, , , , , , , , , , , ,2,5,1,1,5,1,21,i like seattle,12,1,3,1,1,1,6,1,1,1,2, ,2,4, ,9, ,5,2,60077,3,1986,3, ,2,4,1,1,1, ,2,1,3,1,1,3,3,1,2,2,2,1,2
038860,20160930,1,3,1, , ,1,1,2,3,3,3,2,9,3,9,1,1,2,3, ,3, ,10, ,1,1,2, , , , , , , , , , , ,1,3,1,2,5,1,21,I just don't like Illinois.,12,1,1,4,1,1,2,6,3,3, ,4,2,5, ,3, ,5,1,61938,11,1943,1, ,9,1,1,8,2, ,3,1,2,2,1,3,3,2,2,2,5,4,2
014614,20160930,1,2,2,1,1, ,1,2,1,2,2,3,5,4,2,1,2,2,3, ,3, ,3, ,3,2,2, , , , , , , , , , , ,2,2,2,2,4,1,21,I don't think that the current government is managing the state well and I see the impact on the peo,6,1,1,1,1,1,6,3,3,1,1, ,2,1,1, ,1,5,1,60130,5,1973,1, ,4,3,1,2,1, ,2,1,1,2,2,2,1,2,2,2,2,1,2
045583,20161001,1,3,1, , ,1,1,2,2,2,1,2,4,5,9,1,3,3,1, ,1, ,1, ,1,2,2, , , , , , , , , , , ,3,2,3,2,5,1,21,I don't like Illonis.,12,1,1,2,1,2,5,4,8,1,1, ,2,3,1, ,2,5,2,60423,7,1966,1, ,5,3,8,3,2, ,2,2,1,2,1,2,3,3,1,1,1,2,2
012363,20160927,1,3,1, , ,1,1,2,2,2,1,3,1,4,3,1,1,2,10, ,1, ,1, ,1,2,2, , , , , , , , , , , ,4,5,3,2,4,1,21,Government interference,6,1,1,2,2,2,5,5,6,3, ,3,2,1,1, ,1,5,1,62899,9,1953,1, ,3,2,3,3,2, ,1,2,3,2,1,2,3,2,5,1,1,2,2
030572,20160930,1,2,1, , ,1,1,1,3,2,2,3,2,5,5,1,2,2,9,PROTEST WRITE IN,9,N/A,1, ,1,2,2, , , , , , , , , , , ,4,3,1,1,5,1,21,GETTING OLD,12,1,1,1,1,1,6,2,5,3, ,4,2,5, ,2, ,2,2,60546,10,1947,1, ,4,2,3,1,2, ,1,2,2,1,1,2,2,2,5,5,1,1,2
009964,20160930,1,3,2,1,1, ,1,1,2,3,1,3,4,1,4,3, , , , , , , , , ,1,2, , , , , , , , , , , ,3,2,2,2,2,1,21,For more opportunities,12,1,2,1,2,1,2,3,8,4, , ,2,5, ,3, ,5,1,62703,1,1996,2, ,3,4,8,2,1, ,2,2,1,2,3,1,2,4,5,5,5,1,1
004920,20160928,1,1,2,1,1, ,1,1,1,2,2,3,4,4,4,1,1,2,6, ,10, ,4, ,1,3,2, , , , , , , , , , , ,2,4,2,1,3,1,21,fiscal outlook,11,1,3,1,1,1,5,3,4,1,4, ,2,4, ,1,2,5,2,60607,14,0,1, ,6,0,2,2,0, ,2,1,2,1,1,2,2,2,3,5,2,1,1
000272,20160928,1,2,2,1,1, ,1,2,2,2,1,1,2,5,5,1,1,2,2, ,5, ,1, ,5,5,2, , , , , , , , , , , ,4,1,3,2,5,1,21,fiscal instability and taxes,5,1,1,2,3,1,6,4,5,2,2, ,2,1,1, ,2,5,1,60002,9,1956,1, ,6,2,3,3,2, ,1,2,1,2,3,2,2,2,1,3,1,2,2
048939,20160927,1,2,1, , ,1,1,1,2,2,1,2,5,2,2,1,1,2,9,Bernie Sanders,3, ,3, ,1,3,2, , , , , , , , , , , ,1,4,1,2,5,1,21,financial situation,11,2,1,1,1,1,6,1,3,3, ,2,2,2,1, ,2,2,2,60565,13,1936,1, ,5,1,1,1,2, ,2,1,2,2,1,1,1,2,5,2,2,1,2
012373,20160928,1,1,2,1,1, ,1,1,2,2,2,5,5,5,5,3, , , , , , , , , ,2,2, , , , , , , , , , , ,4,5,1,1,2,1,21,Finances and hospitality,11,1,2,1,1,1,5,5,8,1,4, ,1,5, ,3, ,6,1,60426,5,1973,6,Human,6,3,8,3,1, ,2,2,3,1,3,2,2,4,5,5,5,1,1
031164,20160929,1,3,1, , ,1,1,1,1,1,1,2,1,5,4,1,1,2,10, ,1, ,10, ,3,2,2, , , , , , , , , , , ,3,3,3,1,5,1,21,Economy and taxes.,5,1,1,1,1,2,4,4,6,4, , ,2,2,1, ,2,5,2,60961,1,1994,1, ,6,4,3,3,1, ,1,2,2,1,2,2,2,2,5,1,5,1,2
007550,20160927,1,1,2,1,1, ,1,2,2,2,1,2,5,5,4,1,1,2,3, ,1, ,3, ,3,3,2, , , , , , , , , , , ,1,4,1,1,4,1,21,DIRECTION,6,2,2,1,1,1,6,3,3,1,3, ,2,2,1, ,2,5,2,60462,7,1965,1, ,6,3,1,2,2, ,2,1,2,1,2,2,2,2,2,1,2,1,2
078960,20160930,1,3,2,1,1, ,1,2,2,2,3,2,5,5,5,1,1,2,9,not sure,9,someone else,9,not sure,1,2,3, , , , , , , , , , , ,4,2,1,2,5,1,21,different change,12,1,1,3,1,2,4,3,8,4, , ,2,5, ,3, ,5,1,61008,4,1981,2, ,1,3,8,2,1, ,2,2,1,2,1,2,2,2,5,5,5,3,2
079439,20160930,1,1,2,1,1, ,1,2,2,2,2,4,1,5,5,1,1,2,1, ,1, ,1, ,1,2,3, , , , , , , , , , , ,4,1,3,2,1,1,21,"Democrats, labor unions, and debt of the state.",6,1,1,2,2,3,5,5,7,4, , ,2,1,1, ,2,5,2,60542,7,1962,1, ,7,2,3,3,2, ,1,2,1,2,1,2,2,2,1,1,1,2,1
045078,20160927,1,2,1, , ,1,1,1,2,2,2,2,1,5,5,1,1,1,1, ,1, ,1, ,1,2,2, , , , , , , , , , , ,4,1,3,2,1,1,21,democratic control,6,1,1,2,2,2,5,4,7,1,4, ,1,1,1, ,2,5,1,60463,10,1951,1, ,7,2,3,3,2, ,1,2,1,2,1,2,2,1,1,1,1,2,1
022977,20161002,1,3,2,1,1, ,1,2,2,2,1,4,5,9,5,3, , , , , , , , , ,2,2, , , , , , , , , , , ,1,2,1,1,5,1,21,Debt,11,1,1,2,2,1,4,5,6,2,2, ,2,1,1, ,1,2,1,61341,8,1959,1, ,7,2,3,3,2, ,2,1,1,1,3,3,2,4,5,5,5,2,2
079318,20160929,1,3,2,1,1, ,1,2,2,2,2,2,2,5,2,1,1,1,1, ,1, ,1, ,1,2,2, , , , , , , , , , , ,3,2,3,2,3,1,21,"daughter attending college, would like more funding",1,1,1,1,1,1,6,4,5,1,3, ,1,3,1, ,1,5,1,62711,6,1967,1, ,4,3,3,3,1, ,1,2,1,2,1,2,1,1,1,1,1,1,1
025160,20160927,1,2,1, , ,1,1,1,1,2,1,3,5,2,2,1,1,1,3, ,3, ,3, ,1,3,2, , , , , , , , , , , ,3,2,2,2,5,1,21,Current condition of the state,6,1,1,1,2,1,6,3,3,1,4, ,1,3,1, ,2,5,2,60060,5,1972,1, ,6,3,1,2,1, ,2,2,1,2,1,1,1,1,2,2,2,1,2
038953,20160928,1,2,2,1,1, ,1,1,2,2,2,3,5,3,2,2,1,2,1, ,10, ,10, ,1,3,2, , , , , , , , , , , ,2,5,2,1,5,1,21,CRIME AND CORRUPTION,9,1,1,1,1,1,4,6,4,1,1, ,1,3,2, , ,5,2,60632,1,1995,4, ,4,4,2,8,1, ,2,1,3,1,1,3,1,2,1,5,5,1,2
010082,20160927,1,1,2,1,1, ,1,1,2,2,2,3,5,2,5,1,1,1,3, ,9,someone else,3, ,1,2,2, , , , , , , , , , , ,2,1,3,2,5,1,21,crime,9,1,1,1,2,1,3,4,3,1,3, ,2,2,1, ,2,2,1,60615,6,1969,2, ,4,3,1,3,1, ,2,1,1,2,1,1,2,1,2,5,2,1,2
083831,20160930,1,2,2,1,1, ,1,1,1,2,1,3,4,5,4,1,2,1,3, ,1, ,10, ,1,3,2, , , , , , , , , , , ,3,2,2,1,5,1,21,county and tsate government mess they are in with liabilioties and underfunded,6,1,1,1,1,2,4,2,4,2,4, ,2,3,1, ,2,2,2,60462,4,1977,1, ,6,3,2,1,1, ,2,2,1,1,1,2,2,1,2,1,5,1,2
040494,20161001,1,2,2,1,1, ,1,1,1,2,1,3,4,2,4,1,1,1,3, ,1, ,3, ,1,2,2, , , , , , , , , , , ,1,2,1,1,5,1,21,cost of living is too high,11,1,1,1,1,1,4,2,2,3, ,1,2,3,1, ,2,5,2,60119,11,1945,1, ,3,1,1,1,2, ,2,1,1,1,1,1,2,1,2,1,2,1,2
078526,20160929,1,2,2,1,1, ,1,2,2,2,2,3,5,2,9,1,1,2,3, ,3, ,3, ,1,2,3, , , , , , , , , , , ,1,5,2,1,5,1,21,COST OF LIVING,11,1,3,1,1,1,2,2,1,4, , ,1,3,1, ,2,5,2,60628,1,1998,2, ,5,4,1,1,1, ,2,1,3,1,1,1,3,2,2,2,2,1,2
000976,20160927,1,1,2,1,1, ,1,2,2,2,2,2,2,3,9,1,1,2,3, ,1, ,3, ,5,2,2, , , , , , , , , , , ,4,1,3,2,5,1,21,Cost of living,11,1,1,3,2,1,6,3,8,1,4, ,2,4, ,1,2,5,2,60647,6,1971,1, ,7,3,8,2,1, ,1,2,1,2,3,3,3,2,2,1,2,3,2
078602,20160929,1,2,2,1,1, ,1,1,1,2,2,3,5,2,2,1,1,1,3, ,3, ,3, ,1,3,2, , , , , , , , , , , ,2,4,1,1,5,1,21,Corruption in Illonois politics.,6,1,1,1,1,1,4,4,2,1,3, ,1,4, ,1,2,5,1,60618,6,1967,4, ,5,3,1,3,1, ,2,1,2,1,1,1,1,1,2,2,2,1,2
020101,20160928,1,3,2,1,1, ,1,1,2,2,2,4,3,5,5,1,1,3,10, ,10, ,10, ,1,2,2, , , , , , , , , , , ,5,2,3,1,5,1,21,Change of scenery,12,1,1,3,2,1,3,3,3,3, ,3,2,4, ,1,2,2,1,62220,8,1958,1, ,2,2,1,2,2, ,3,3,1,1,1,2,2,3,5,5,5,3,2
031635,20160929,1,2,1, , ,1,1,1,3,2,2,3,5,4,9,1,1,2,3, ,3, ,3, ,1,3,2, , , , , , , , , , , ,1,4,1,1,5,1,21,budget defeit,11,2,2,1,3,1,3,1,1,1,1, ,1,4, ,1,2,2,2,60543,6,1968,1, ,6,3,1,1,1, ,2,1,2,1,1,2,3,2,2,2,2,1,2
034155,20160928,1,2,2,1,1, ,1,1,2,2,3,1,1,1,9,1,1,2,1, ,1, ,10, ,1,2,2, , , , , , , , , , , ,3,2,3,2,4,1,21,Better state government,6,1,1,2,1,1,5,4,6,1,4, ,2,4, ,1,2,5,1,60516,8,1958,1, ,6,2,3,3,2, ,1,2,1,2,1,1,3,2,1,1,5,2,2
082035,20160929,1,3,2,1,1, ,1,2,2,1,2,4,1,5,4,1,1,1,5, ,5, ,5, ,1,2,2, , , , , , , , , , , ,2,2,2,2,5,1,21,better quality of life,12,1,1,1,1,1,5,3,9,1,3, ,1,4, ,1,2,5,2,60901,5,1974,1, ,4,3,9,2,1, ,1,1,1,2,1,2,2,1,3,3,3,1,2
028857,20161001,1,1,1, , ,1,1,2,1,2,2,2,4,5,4,1,2,2,3, ,3, ,10, ,3,5,2, , , , , , , , , , , ,4,5,3,2,4,1,21,Better government,6,1,3,1,2,1,6,2,2,1,1, ,2,3,1, ,2,5,1,60607,5,1975,2, ,7,3,1,1,1, ,2,2,3,2,2,2,2,2,2,2,5,1,2
082341,20160929,1,2,2,1,1, ,1,1,2,2,2,5,4,9,9,1,3,2,3, ,4, ,10, ,4,2,2, , , , , , , , , , , ,5,5,1,2,5,1,21,better economy,11,3,2,5,1,1,4,1,2,1,5, ,2,1,1, ,2,2,2,60637,2,1987,2, ,4,4,1,1,1, ,2,3,3,2,2,3,3,2,2,2,5,4,2
052479,20161001,1,1,1, , ,1,1,1,2,2,2,1,2,5,5,1,1,1,3, ,3, ,3, ,1,3,2, , , , , , , , , , , ,1,1,1,2,5,1,21,because Illinois is not fixing their problems,6,1,1,1,1,1,6,1,3,1,4, ,2,4, ,1,2,5,2,60654,7,1964,3, ,7,2,1,1,2, ,1,1,1,2,1,2,2,1,2,2,2,1,2
012533,20160928,1,2,2,1,1, ,1,2,1,2,1,2,5,4,5,2,1,2,3, ,3, ,3, ,3,1,2, , , , , , , , , , , ,5,4,1,2,2,1,21,Because I want to move in Texas and taxes too high in Illinois. Can't afford expenses.,5,2,3,1,1,1,2,4,1,1,1, ,2,1,2, , ,5,1,60402,10,1949,4, ,2,2,1,3,2, ,2,3,2,2,2,2,2,2,2,2,2,1,1
008633,20160930,1,1,2,1,1, ,1,1,2,2,2,2,4,5,5,2,1,2,1, ,1, ,1, ,1,2,2, , , , , , , , , , , ,4,1,3,2,2,1,21,because all of the government politicians are stealing and going to jail.,6,2,2,1,2,2,6,1,7,3, ,1,2,5, ,3, ,2,1,60608,12,1941,1, ,9,1,3,1,2, ,2,2,1,2,1,2,2,2,1,1,1,1,1
000206,20160928,1,2,2,1,1, ,1,1,1,2,1,1,2,3,3,1,1,2,10, ,1, ,1, ,1,3,2, , , , , , , , , , , ,3,2,2,2,4,1,21,"bad past governors, bad budget",6,1,1,1,1,1,6,4,6,1,1, ,1,4, ,1,1,5,1,60047,7,1962,1, ,7,2,3,3,2, ,1,2,1,2,1,3,3,2,5,1,1,1,2
060909,20160930,1,2,1, , ,1,1,2,2,2,1,2,9,5,5,1,2,2,3, ,3, ,10, ,1,2,2, , , , , , , , , , , ,1,5,3,1,5,1,21,Age,7,1,1,1,1,2,3,4,3,3, ,1,2,4, ,1,2,5,2,60074,12,1939,1, ,1,1,1,3,2, ,3,1,3,1,1,2,2,2,2,2,5,1,2
006480,20160927,1,1,2,1,1, ,1,1,1,2,2,3,2,2,9,2,2,2,2, ,1, ,1, ,1,2,2, , , , , , , , , , , ,2,1,2,1,5,1,21,A DIFFERENT EXPERIENCE,12,1,2,2,1,2,5,3,5,1,1, ,2,3,1, ,2,5,2,60647,3,1986,1, ,6,4,3,2,1, ,1,1,1,1,1,1,3,2,1,1,1,2,2
000009,20160928,1,1,2,1,1, ,1,2,3,3,3,3,9,9,9,1,4,4,10, ,10, ,10, ,2,3,3, , , , , , , , , , , ,5,5,4,2,3,1,20, ,3,1,3,1,1,1,3,2,2,4, , ,3,1,1, ,2,5,2,60201,1,1995,2, ,8,4,1,1,1, ,3,3,3,2,1,3,3,4,5,5,5,1,1
079161,20160929,1,2,2,1,1, ,1,2,2,2,1,2,2,2,3,1,3,2,3, ,9,not 100% sure,10, ,1,3,2, , , , , , , , , , , ,1,1,4,1,5,1,20, ,3,1,2,1,1,2,5,4,3,1,1, ,2,4, ,2, ,5,1,60139,3,1985,3, ,3,4,1,3,1, ,1,1,1,1,1,1,3,2,2,5,5,1,2
079569,20160929,1,2,2,1,1, ,1,2,2,2,1,3,4,9,4,1,1,2,3, ,5, ,3, ,1,5,2, , , , , , , , , , , ,1,2,2,2,1,1,20, ,3,1,1,2,1,2,4,2,1,1,1, ,2,4, ,2, ,5,2,60478,3,1983,2, ,4,3,1,1,1, ,2,1,1,2,1,3,2,2,2,3,2,2,1
079807,20160929,1,3,2,1,1, ,1,2,2,2,2,4,4,4,4,2,1,2,9,Michelle Obama,4, ,10, ,1,3,2, , , , , , , , , , , ,5,5,4,2,1,1,20, ,3,1,1,2,1,2,4,3,4,1,1, ,2,4, ,3, ,5,1,62522,3,1986,2, ,4,4,2,2,1, ,2,3,3,2,1,2,2,2,5,2,5,2,1
080828,20160929,1,2,2,1,1, ,1,2,2,2,1,3,9,9,9,1,2,2,5, ,1, ,10, ,3,2,2, , , , , , , , , , , ,2,2,1,2,3,1,20, ,3,2,1,4,3,2,4,4,4,1,1, ,2,3,1, ,4,5,1,60123,3,1985,1, ,4,4,2,3,1, ,3,1,1,2,2,3,3,2,3,1,5,4,1
083575,20160929,1,1,2,1,1, ,1,2,2,2,1,2,5,5,5,1,1,1,3, ,3, ,3, ,3,1,2, , , , , , , , , , , ,2,3,3,2,4,1,20, ,3,2,1,3,1,1,5,3,1,1,2, ,2,3,2, , ,5,2,60805,5,1973,1, ,4,3,1,2,1, ,2,1,2,2,2,2,2,1,2,2,2,3,2
036677,20160930,1,3,1, , ,1,1,1,2,2,2,4,5,4,9,1,1,2,5, ,2, ,10, ,1,3,2, , , , , , , , , , , ,3,2,3,1,5,1,20, ,3,1,1,1,1,1,3,4,6,2,4, ,2,2,1, ,2,5,1,60940,8,1959,1, ,2,2,3,3,2, ,2,2,1,1,1,2,3,2,3,1,5,1,2
090849,20160930,1,2,2,1,1, ,1,2,2,2,1,4,2,4,9,1,1,2,10, ,10, ,10, ,1,3,2, , , , , , , , , , , ,5,2,4,1,5,1,20, ,3,1,1,3,2,1,5,3,3,1,1, ,2,4, ,1,2,5,1,60586,5,1972,1, ,6,3,1,2,1, ,1,3,1,1,1,2,3,2,5,5,5,3,2
015752,20161001,1,2,1, , ,1,1,1,2,2,2,4,1,5,9,1,1,1,1, ,1, ,1, ,1,1,2, , , , , , , , , , , ,4,5,3,2,1,1,20, ,3,1,1,3,2,1,3,4,7,1,4, ,2,5, ,3, ,5,2,60515,10,1949,1, ,1,2,3,3,2, ,1,2,3,2,1,2,3,1,1,1,1,3,1
087862,20161001,1,2,2,1,1, ,1,2,2,2,2,5,5,4,5,1,3,2,10, ,3, ,9,"been searching, haven't made my decision",1,2,2, , , , , , , , , , , ,3,4,4,1,3,1,20, ,3,1,1,1,1,2,5,4,8,1,3, ,2,3,2, , ,5,1,60402,6,1968,6,Pacific Islander,5,3,8,3,1, ,2,2,2,1,1,2,2,2,5,2,5,1,1
079570,20161002,1,1,2,1,1, ,1,1,1,2,2,1,1,5,5,1,1,3,3, ,3, ,1, ,1,3,2, , , , , , , , , , , ,4,1,3,2,3,1,20, ,3,1,1,1,1,2,5,3,3,1,1, ,2,5, ,3, ,5,2,60137,7,1966,1, ,7,3,1,2,2, ,1,2,1,2,1,2,2,3,2,2,1,1,1
059624,20160930,1,2,1, , ,1,1,1,2,2,2,2,5,2,2,1,1,3,3, ,3, ,10, ,3,3,2, , , , , , , , , , , ,2,2,1,1,5,1,19, ,4,1,2,2,1,2,3,1,1,3, ,3,2,5, ,3, ,5,1,60624,10,1950,2, ,3,2,1,1,2, ,2,1,1,1,2,1,1,3,2,2,5,2,2
005632,20160927,1,2,1, , ,1,1,1,2,1,1,1,2,5,4,1,1,1,1, ,1, ,1, ,1,2,2, , , , , , , , , , , ,2,2,3,2,5,1,18, ,1,1,1,2,2,1,6,4,7,3, ,3,2,4, ,1,1,5,1,60564,11,1946,1, ,6,1,3,3,2, ,1,1,1,2,1,2,2,1,1,1,1,2,2
036893,20160929,1,2,1, , ,1,1,2,2,2,1,1,2,5,5,1,1,1,1, ,1, ,1, ,1,5,2, , , , , , , , , , , ,4,1,3,2,5,1,18, ,1,1,1,3,1,1,5,5,7,3, ,3,2,1,1, ,1,5,2,60516,14,0,1, ,6,0,3,3,0, ,1,2,1,2,1,2,2,1,1,1,1,3,2
079435,20160929,1,3,2,1,1, ,1,1,1,2,3,3,5,4,2,1,1,1,3, ,4, ,4, ,1,3,2, , , , , , , , , , , ,2,3,3,1,4,1,18, ,1,2,1,1,1,1,3,3,4,3, ,1,2,5, ,1,2,5,1,60115,11,1942,1, ,9,1,2,2,2, ,2,1,2,1,1,2,1,1,2,2,2,1,2
