id,region,version,rwdirusa,rwdiril,rwdirlocal,qlife,app_pres_oba,app_gov_quin,app_teapar,vote_teapar,prim12_party,prim12_rep_pres,prim12_rep_pres_oth,pres12_oba_per,pres12_oba_cai,pres12_oba_rom,pres12_oba_pau,term_lim,cf_lim_judg,cf_pub_judg,cf_lim_leader,prim_nodeclr,redist_neutral,redist_commis,deficit_order,fix_deficit_il,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_dis,pen_cuts,tax_ret_inc,tax_retover50K,tax_sales,tax_services,gamble_exp,tax_cigs,latepay_order,latepay_il,img_road2cit,img_enforce,img_localarrest,img_childlegres,img_instatetuit,civility_order,civility1,civility2,will2compro,gen_betrldrs_bel,gen_wellqual_bel,gen_equalnum_bel,gen_betrldrs_thi,gen_wellqual_thi,gen_equalnum_thi,gen_betrldrs_feel,gen_wellqual_feel,gen_equalnum_feel,betteroff_now,betteroff_1yr,betteroff_other,gender,education,ideology_scale,ideology,party_aff_og,teaparty,employ_time,employ_type,retire_type,unemp_past12mo,union,relig_att_often,relig_att_lstmo,relig_type,religion,relig_denom,relig_epis,relig_bapt,relig_bret,relig_coc,relig_cog,relig_luth,relig_meth,relig_pres,relig_crc,relig_mean,relig_what,born_again1,born_again2,born_again,born_again_evan,bible_feel,bible_tho,bible_bel,birth_yr,rac_eth,rent_own1,rent_own2,ownhome,renthome,hhinc,fips,adi,dma,msa,nielson,census,date,duration,party_aff,teapar_collapse,gen_betrldrs_col,gen_wellqual_col,gen_equalnum_col,area
008494,2,1,1,3,2,3,1,2,3,3,2, , ,1,1,1,1,3,5,4,4,4,5,3,1,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,1,2,1,1,2,2,1,2, ,4,3,1,3, , , , , , ,3,3,2,2,6,1,2,1,2,3, ,3,1,2,3,4,1, ,80, , , , , , , , , , , ,2, , , ,2, , ,1936,5,4, , , ,8,17031,196,140,1698,1,3,10/13/2011,35.33,1,2,3,1,3,2
008509,4,1,2,3,1,1,5,2,5, ,4, , ,3,3,3,3,1,5,5,5,1,1,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,3,3,2,2,1,1,3,3,3,3,1,4, , , , , , ,4,4,4,2,5,2,2,4,2,5, , ,1,1,6, , ,9, , , , , , , , , , , , , , , , ,4, , ,0,7,6, , , ,8,17119,760,626,4118,1,3,10/13/2011,18.7,2, ,3,1,4,3
008533,3,1,2,2,1,2,4,4,2,2,1,7, ,2,2,2,2,1,2,4,4,4,2,1,5,2,2,1,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,3,3,1,3,1,4, , , , , , ,3,3,3,1,2,1,3,6,2,3, ,5,2,1,2,3,1, ,13, , , , , ,2, , , , , ,2, , , ,2, , ,1921,1,4, , , ,4,17063,196,140,1698,1,3,10/13/2011,27.4,3,1,3,1,4,3
008537,2,3,2,2,1,3,4,4,1,1,4, , ,2,2,2,2,1,1,1,3,1,1,1,6,2,2,1,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,3,2,1,1, ,4, , , , , , ,3,1,3,2,2,2,2,3,2,3,5,2,3, ,1,2,2,3,4,1, ,17, , , , , , , , , , , , , , , , , ,2,1942,1, , ,1,2,3,17031,196,140,1698,1,3,10/13/2011,19.55,3,1,3,1,3,2
008549,1,1,1,2,1,1,1,3,4,4,2, , ,1,1,1,1,1,1,5,4,1,4,1,4,3,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,3,2,1,3,1,1, , , , , , ,1,1,3,2,6,2,1,4,2,5, , ,2,2,4, , ,1,5, , , , , , , , , , , , , , , ,2, , ,1963,1,4, , , ,6,17031,196,140,1698,1,3,10/13/2011,26.1,2,2,3,1,1,1
008558,3,1,2,2,2,4,4,3,5, ,1,10, ,2,2,2,2,1,3,3,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,1,1, ,2,2,1,1, , , , , , ,2,3,3,2,3,2,2,6,2,3, ,1,2,1,2,2,1, ,19, , , , , , , ,1, , , ,3, , , ,1, , ,1949,1,4, , , ,8,17039,834,116,9999,4,3,10/13/2011,19.25,3, ,2,1,1,3
008586,3,2,3,3,1,4,1,1,5, ,2, , ,1,1,4,1,1,1,5,4,4,1,1,3,2,2,2,2,1,2,2,1,1, ,2,1,1,1,2,2,1,1,2,1,1,1,2, ,1, , , ,3,1,1, , , ,2,2,2,2,3,2,3,1,2,1,1, ,1,2,1,1,1, ,5, , , , , , , , , , , , , , , , ,2, ,1962,7, ,1, , ,4,17197,196,140,1698,1,3,10/13/2011,17.1,1, ,3,1,1,3
008602,3,2,2,2,1,4,4,3,3,4,1,10, ,2,2,3,2,1,1,3,3,2,4,1,6,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,3,1,1, , , ,3,1,1, , , ,3,3,3,1,6,1,2,7,2,3, ,3,1,2,5, , ,1,13, , , , , ,1, , , , , , ,2, , , ,2, ,1927,1, ,1, , ,3,17105,676,556,9999,4,3,10/13/2011,21.31,3,2,3,1,1,3
008608,2,3,2,3,1,2,1,1,4,4,2, , ,1,1,1,1,2,4,1,4,1,1,1,5,3,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2, ,1, , , , , , ,2,1,1,1,1,1,2,6,1,1,1,2,3, ,1,2,2,4, , ,1,5, , , , , , , , , , , , , , , , , ,3,1922,1, , ,1,2,4,17031,196,140,1698,1,3,10/13/2011,29.33,1,2,2,1,1,2
008615,3,1,2,2,1,3,2,3,4,4,3, , ,1,1,1,1,1,5,4,5,1,2,3,4,5,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,3,1,2,5,5,1,1,1,1, , , , , , ,3,3,3,2,2,1,2,2,2,3, ,4,2,2,1,1,1, ,5, , , , , , , , , , , , , , , ,1, , ,1940,1,1, , , ,3,17099,196,140,9999,3,3,10/13/2011,16.36,1,2,1,1,1,3
008628,3,1,2,2,1,2,2,3,5, ,2, , ,2,3,3,1,2,2,3,4,1,2,1,4,3,2,3,2,1,1,1,2,1, ,2,2,1,1,2,2,2,1,1,2,2,2,3,5,2,1,1,3, , , , , , ,2,3,1,2,2,1,2,1,3,5, , ,1,2,4, , ,1,20, , , , , , , , ,7, , ,2, , , ,1, , ,1953,1,3, , , ,1,17179,676,556,3790,2,3,10/13/2011,18.5,1, ,1,1,3,3
008648,3,3,2,2,2,2,3,3,5, ,2, , ,3,1,2,3,1,1,5,2,1,2,1,6,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,3,1,1,1,2,2, ,2, , , , , , ,3,1,3,3,3,3,2,4,2,3,1,2,3, ,1,2,1,1,2,1, ,14, , , , , , ,1, , , , , , ,1,3, , ,2,1929,1, , ,1,2,2,17041,834,116,9999,4,3,10/13/2011,34.47,1, ,3,1,3,3
008680,1,1,2,2,2,4,2,2,5, ,3, , ,3,3,3,3,2,2,5,2,2,5,3,5,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,3,1,2,3,3,2,3,1,4, , , , , , ,3,3,2,1,3,2,9,4,2,2,3, ,2,2,5, , ,3, , , , , , , , , , , , , , , , ,3, , ,1951,3,4, , , ,3,17031,196,140,1698,1,3,10/13/2011,19.37,2, ,3,1,4,1
008708,3,2,1,2,2,3,1,3,1,4,2, , ,1,1,4,1,1,1,3,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2, ,1, , , ,3,1,3, , , ,3,3,3,2,5,1,2,1,2,1,1, ,2,2,1,1,1, ,5, , , , , , , , , , , , , , , , ,2, ,1946,1, ,1, , ,2,17177,744,616,9999,4,3,10/13/2011,18.5,1,2,3,1,3,3
008723,3,2,2,3,1,3,2,5,4,4,2, , ,1,1,1,1,1,1,4,5,1,5,3,5,2,2,2,2,1,2,2,3,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2, ,1, , , ,3,1,1, , , ,3,3,2,2,3,2,2,2,2,3, ,1,2,2,1,1,1, ,14, , , , , , ,1, , , , , ,3, , , ,4, ,1930,1, ,1, , ,2,17201,744,616,4042,2,3,10/13/2011,37.41,1,2,3,1,1,3
008729,3,1,2,2,2,4,4,4,5, ,2, , ,2,2,2,2,1,1,2,3,1,1,1,5,2,2,2,2,2,1,2,2,1, ,1,1,1,1,2,1,3,1,1,2,1,2,3,3,1,3,1,1, , , , , , ,2,3,3,1,5,2,1,2,2,4, , ,1,1,4, , ,1,80, , , , , , , , , , , ,3, , , ,2, , ,1971,1,4, , , ,3,17029,834,116,9999,4,3,10/13/2011,21.14,1, ,3,1,1,3
008761,4,1,2,2,1,2,1,1,4,4,2, , ,1,1,1,1,1,1,1,4,1,5,3,4,3,2,2,1,1,2,1,2,2,3,2,1,2,1,2,1,1,1,1,2,2,2,2, ,4,2,1,1, , , , , , ,2,2,2,2,2,2,2,3,2,3, ,5,2,1,1,1,1, ,31, , , , , , , , , , , ,1, , , ,1, , ,1935,1,4, , , ,2,17119,760,626,4118,1,3,10/13/2011,23.14,1,2,2,1,1,3
008789,3,1,2,2,1,2,4,4,2,3,1,10, ,2,2,2,2,1,1,4,1,2,2,3,5,2,2,2,2,2,2,2,2,3, ,2,2,2,3,2,1,1,1,1,2,2,1,3,1,2,3,1,4, , , , , , ,1,3,3,1,3,2,3,5,2,1,1, ,2,2,1,1,1, ,2, , , , , , , , , , , ,1, , , ,1, , ,1964,1,1, , , ,2,17161,246,192,1934,2,3,10/13/2011,24.2,3,2,3,1,4,3
008793,2,3,2,2,2,2,2,3,3,2,4, , ,1,1,3,2,1,1,4,1,1,5,2,2,2,2,2,2,2,2,2,3,2,2,2,3,1,1,2,2,1,3,3,1,1,2,3,3,5, , , , , , ,3,1,4,2,3,2,1,2,1,2,3,2,1,5, ,1,1,4, , ,1,13, , , , , ,8, , , , , , , ,2,2, , ,1,1959,1, , ,2,2,5,17043,196,140,1698,1,3,10/13/2011,24.52,1,1,3,1,4,2
008804,2,3,2,2,1,2,4,3,2,2,1,2, ,2,2,2,2,1,1,3,1,1,1,1,4,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,3,1,1,2,2,2,1, ,2, , , , , , ,3,1,4,3,3,1,1,6,1,3,7,2,1,1, ,2,2,3,2,1, ,80, , , , , , , , , , , , , ,1,2, , ,2,1950,1, , ,1,2,6,17197,196,140,1698,1,3,10/13/2011,19.25,3,1,3,1,4,2
008805,3,2,2,2,1,2,4,5,1,1,3, , ,2,2,2,2,1,5,4,5,1,5,3,5,2,3,3,3,3,3,3,3,3, ,3,3,3,3,2,2,2,1,3,2,3,2,1, ,5, , , ,3,1,1, , , ,2,3,2,2,4,2,3,7,2,3, ,3,2,1,4, , ,1,16, , , , , , , , , , , , ,3, , , ,1, ,0,1, ,1, , ,8,17167,834,116,4410,3,3,10/13/2011,33.3,3,1,3,1,1,3
008806,3,2,2,2,1,3,3,4,5, ,1,5, ,2,2,2,2,1,2,3,2,1,2,2,1,3,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,2,1, ,3, , , ,1,1,3, , , ,3,3,3,2,3,2,2,1,2,3, ,3,2,2,1,1,1, ,19, , , , , , , ,3, , , , ,1, , , ,1, ,1930,1, ,1, , ,4,17137,834,116,9999,4,3,10/13/2011,33.7,1, ,1,1,3,3
008814,2,1,2,2,1,3,4,4,6, ,3, , ,4,3,2,3,1,2,3,3,1,3,1,2,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,3,3,1,3,1,4, , , , , , ,3,2,2,1,3,2,3,5,2,3, ,1,2,2,1,1,1, ,5, , , , , , , , , , , , , , , ,1, , ,1929,1,1, , , ,8,17031,196,140,1698,1,3,10/13/2011,17.26,3, ,3,1,4,2
008822,2,2,2,2,1,2,4,3,2,2,3, , ,3,2,2,3,1,1,2,1,1,2,1,5,3,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,3,3,2, , , ,3,1,3, , , ,3,3,2,2,6,1,3,6,2,1,1, ,1,2,2,1,1, ,19, , , , , , , ,1, , , , ,1, , , ,2, ,1958,1, ,1, , ,6,17097,196,140,1698,1,3,10/13/2011,21.53,3,1,3,1,3,2
008824,1,1,3,1,1,2,1,2,5, ,2, , ,1,1,1,1,1,2,3,2,3,5,1,5,4,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,1,1,3,1,2,1,2, ,1,2,1,1, , , , , , ,3,3,3,2,4,2,2,2,2,1,4, ,2,2,5, , ,1,80, , , , , , , , , , , ,1, , , ,1, , ,1933,5,4, , , ,6,17031,196,140,1698,1,3,10/13/2011,31.28,1, ,2,1,1,1
008880,3,2,2,1,1,2,2,2,4,4,2, , ,1,1,1,1,1,1,2,1,1,2,1,6,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,1,2,2, ,2, , , ,3,1,1, , , ,2,2,2,1,6,1,1,3,2,3, ,3,2,2,4, , ,2, , , , , , , , , , , ,2, , , , , ,3, ,1927,1, ,1, , ,6,17019,834,116,1658,3,3,10/13/2011,22.2,1,2,3,1,1,3
008889,2,3,2,3,2,2,4,5,5, ,1,10, ,2,2,2,2,2,2,3,3,1,2,1,4,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,3,3,1,5,3,2, , , , , , ,3,1,4,2,2,2,1,5,2,2,6,3,1,1, ,2,2,1,1,1, ,14, , , , , , ,1, , , , , , ,1,1, , ,1,1957,1, , ,2,2,6,17089,196,140,1698,1,3,10/13/2011,25.12,3, ,3,1,4,2
008890,1,2,2,2,2,3,4,4,2,2,4, , ,2,2,2,1,1,1,1,4,1,2,1,3,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,3,1,1, , , ,4,1,4, , , ,1,3,3,1,5,1,2,4,2,1,3, ,2,2,2,3,1, ,16, , , , , , , , , , , , ,5, , , ,4, ,1959,1, ,1, , ,7,17031,196,140,1698,1,3,10/13/2011,23.14,2,1,4,1,4,1
008895,2,3,2,2,1,3,2,2,5, ,1,5, ,1,1,1,1,1,1,1,1,4,1,2,5,3,2,2,1,2,2,2,1,1, ,1,1,1,1,1,1,1,1,1,1,2,1,2, ,1, , , , , , ,3,1,1,3,3,2,1,6,1,9,8,3,5, , ,3,3,6, , ,9, , , , , , , , , , , , , , , , , , ,4,1953,7, , ,4,4,8,17043,196,140,1698,1,3,10/13/2011,13.6,8, ,3,1,1,2
008948,4,2,2,2,1,3,3,3,2,2,1,10, ,4,2,2,4,1,1,4,1,5,3,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,3,1,5, , , ,1,1,4, , , ,1,3,3,1,3,1,3,6,1,3, ,1,2,1,1,1,1, ,80, , , , , , , , , , , , ,4, , , ,1, ,1942,1, ,1, , ,2,17165,662,544,9999,4,3,10/13/2011,23.7,3,1,1,1,4,3
009002,1,2,2,2,2,4,4,4,4,4,2, , ,1,2,1,1,1,1,3,4,1,1,1,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2, ,2, , , ,3,1,1, , , ,2,3,3,1,6,2,2,3,2,3, ,3,1,2,5, , ,1,5, , , , , , , , , , , , , , , , ,2, ,1953,4, ,1, , ,5,17031,196,140,1698,1,3,10/13/2011,19.45,1,2,3,1,1,1
009043,4,2,2,2,3,2,4,4,1,1,1,7, ,2,2,2,2,1,1,4,1,1,4,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,2,1, ,1, , , ,3,1,3, , , ,2,2,2,1,5,1,3,6,1,1,1, ,1,2,1,1,1, ,80, , , , , , , , , , , , ,1, , , ,1, ,1962,1, ,1, , ,6,17163,760,626,4118,1,3,10/13/2011,21.5,3,1,3,1,3,3
009071,3,3,2,2,2,4,4,4,6, ,4, , ,3,2,3,2,1,1,4,4,4,3,1,3,3,1,1,2,1,2,1,1,1, ,2,1,1,2,1,1,2,1,1,2,1,2,3,2,2, , , , , , ,3,1,3,3,3,3,2,2,2,1,4,3,4, , ,3,2,4, , ,1,30, , , , , , , , , ,2, , , ,1,1, , ,3,1954,1, , ,1,2,3,17173,834,116,9999,4,3,10/13/2011,31.42,2, ,3,1,3,3
009100,2,1,2,2,1,3,1,3,4,4,2, , ,1,1,1,1,1,1,1,4,1,5,1,6,2,2,1,2,1,3,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2, ,1,3,1,3, , , , , , ,2,2,2,1,2,2,2,1,2,3, ,1,1,1,4, , ,1,5, , , , , , , , , , , , , , , ,2, , ,1946,1,1, , , ,2,17043,196,140,1698,1,3,10/13/2011,22.29,1,2,3,1,3,2
009111,3,2,2,2,1,3,4,4,2,1,1,4, ,2,2,2,2,1,1,4,1,1,1,1,1,3,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,1,2,2,1, ,1, , , ,3,1,1, , , ,3,3,3,1,2,2,2,4,1,1,3, ,2,2,1,1,1, ,16, , , , , , , , , , , , ,1, , , ,1, ,1960,4, ,1, , ,4,17197,196,140,1698,1,3,10/13/2011,14.57,2,1,3,1,1,3
009126,3,1,2,2,1,4,4,4,2,2,3, , ,2,2,2,2,1,1,1,1,2,1,1,6,2,1,1,1,1,1,2,1,1, ,2,1,1,2,1,2,2,1,1,2,1,2,3,3,1,3,1,3, , , , , , ,3,3,3,1,2,1,3,4,1,2,4, ,1,2,3,2,1, ,89, , , , , , , , , , , ,2, , , ,2, , ,1946,1,1, , , ,8,17167,834,116,4410,3,3,10/13/2011,14.42,2,1,3,1,3,3
009161,2,2,1,3,1,2,3,4,4,4,4, , ,1,1,2,3,1,1,3,1,1,1,1,4,3,2,1,2,2,2,2,2,1, ,2,1,1,1,1,1,2,1,1,2,3,1,2, ,1, , , ,2,1,1, , , ,2,2,2,1,6,1,2,3,2,1,3, ,2,1,5, , ,1,5, , , , , , , , , , , , , , , , ,3, ,1956,6, ,1, , ,7,17043,196,140,1698,1,3,10/13/2011,21.32,1,2,2,1,1,2
009179,2,2,2,2,2,4,4,4,2,2,1,7, ,2,2,2,2,1,1,1,1,1,3,1,3,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1, ,1, , , ,3,1,1, , , ,3,2,2,2,4,1,3,7,1,4, , ,1,2,3,4,1, ,14, , , , , , ,1, , , , , ,3, , , ,2, ,1955,1, ,1, , ,6,17031,196,140,1698,1,3,10/13/2011,23.49,3,1,3,1,1,2
009198,1,1,2,2,2,5,1,4,4,4,2, , ,1,1,1,1,2,4,3,4,4,4,1,3,3,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2, ,1,3,1,1, , , , , , ,2,3,2,1,5,2,2,1,2,1,1, ,1,2,1,1,2, , , , , , , , , , , , ,4, , , , ,2, , ,1965,2,3, , , ,2,17031,196,140,1698,1,3,10/13/2011,21.45,1,2,3,1,1,1
009222,1,1,1,3,1,1,1,5,4,4,3, , ,1,1,1,1,2,1,1,3,3,3,1,2,4,2,2,1,2,2,2,1,2,1,2,1,2,2,1,1,3,1,1,2,2,1,2, ,1,3,1,1, , , , , , ,3,3,1,2,5,2,1,2,2,1,4, ,2,2,4, , ,1,16, , , , , , , , , , , ,2, , , ,1, , ,1957,1,2, , , ,7,17031,196,140,1698,1,3,10/13/2011,32.16,1,2,3,1,1,1
009236,1,1,3,2,3,5,2,2,5, ,3, , ,1,1,3,1,1,5,3,5,1,5,3,4,4,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,2,1,1,1,1,1,2, ,2,3,1,1, , , , , , ,2,1,1,2,5,1,1,4,2,4, , ,1,2,1,4,8, , , , , , , , , , , , , , , , , ,2, , ,1964,2,2, , , ,1,17031,196,140,1698,1,3,10/13/2011,17.37,2, ,3,1,1,1
009254,3,1,2,2,1,2,4,4,2,2,1,3, ,2,2,2,2,1,1,1,2,2,1,1,5,2,2,1,1,1,1,1,1,1, ,2,1,2,1,1,1,1,1,1,1,2,1,5,1,1,3,1,3, , , , , , ,3,3,2,2,6,1,3,6,2,1,1, ,2,2,4, , ,1,5, , , , , , , , , , , , , , , ,3, , ,1957,1,4, , , ,6,17161,246,192,1934,2,3,10/13/2011,14.45,3,1,3,1,3,3
009260,3,1,2,2,1,4,3,4,2,6,1,3, ,3,3,2,3,1,1,1,1,1,1,2,6,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,3,1,1,2,5,1,1,3,1,1, , , , , , ,3,3,2,2,5,1,2,7,2,1,5, ,1,2,4, , ,1,80, , , , , , , , , , , ,2, , , ,2, , ,1950,1,4, , , ,4,17041,834,116,9999,4,3,10/13/2011,22.28,3, ,3,1,1,3
009284,4,3,2,2,2,3,3,3,5, ,1,3, ,3,3,2,2,2,4,3,4,1,2,1,1,2,2,1,2,2,3,2,1,2,1,2,3,3,2,2,3,3,1,1,3,1,1,3,3,1, , , , , , ,3,1,1,3,3,3,2,3,1,2,6,3,3, ,4,2,2,2,2,1, ,5, , , , , , , , , , , , , , , , , ,2,1952,1, , ,1,2,8,17027,760,626,4118,1,3,10/13/2011,16.32,3, ,3,1,1,3
009285,2,1,2,2,3,3,4,4,1,6,1,7, ,2,2,2,2,1,1,1,5,5,2,1,2,2,1,1,3,3,3,3,1,2,2,2,2,2,2,2,2,1,1,2,1,3,2,3,1,5,3,1,4, , , , , , ,3,4,2,2,5,2,2,5,2,1,5, ,2,2,2,1,1, ,1,1, , , , , , , , , , ,2, , , ,3, , ,1969,3,4, , , ,8,17031,196,140,1698,1,3,10/13/2011,22.13,3, ,3,1,4,2
009296,2,2,3,2,1,2,2,5,3,4,2, , ,3,1,1,1,1,1,5,3,1,2,3,5,2,2,3,2,3,2,2,3,3, ,2,2,1,3,2,1,2,1,2,1,1,1,5,1,1, , , ,4,1,1, , , ,3,3,3,2,5,1,2,1,2,1,5, ,2,2,1,2,1, ,3, ,8, , , , , , , , , , ,5, , , ,2, ,1970,2, ,1, , ,5,17031,196,140,1698,1,3,10/13/2011,40.48,1,2,4,1,1,2
009300,3,2,2,2,2,5,4,4,2,2,1,5, ,2,2,2,2,1,1,2,3,2,5,1,6,2,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,1,2,1, ,2, , , ,3,1,3, , , ,2,2,2,2,3,1,3,5,1,3, ,1,2,1,5, , ,1,30, , , , , , , , , ,2, , ,1, , , ,1, ,1947,1, ,1, , ,3,17099,196,140,9999,3,3,10/13/2011,36.23,3,1,3,1,3,3
009312,2,2,2,2,1,5,4,4,5, ,4, , ,2,2,2,2,1,1,3,1,1,1,3,5,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,4,4,1, , , ,2,1,1, , , ,2,2,3,2,6,1,3,5,2,3, ,2,2,2,4, , ,1,5, , , , , , , , , , , , , , , , ,2, ,1938,1, ,1, , ,4,17031,196,140,1698,1,3,10/13/2011,19.41,3, ,2,1,1,2
009330,1,1,2,2,3,2,2,3,3,3,2, , ,1,1,1,1,1,2,3,4,1,5,1,5,2,2,1,1,2,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1, ,3,3,1,4, , , , , , ,3,4,3,1,5,2,2,8,2,1,1, ,1,2,4, , ,1,14, , , , , , ,1, , , , ,2, , , ,3, , ,1971,1,3, , , ,6,17031,196,140,1698,1,3,10/13/2011,24.4,8,2,3,1,4,1
009341,2,3,2,2,1,3,3,2,4,4,2, , ,1,1,1,1,2,4,1,1,3,2,1,4,2,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,1,1,1,3,2,2,2, ,1, , , , , , ,3,1,1,3,3,2,2,5,1,1,2,2,1,2, ,1,2,3,2,2, , , , , , , , , , , , ,80, , , , , , ,2,1953,1, , ,1,2,8,17031,196,140,1698,1,3,10/13/2011,17.27,1,2,3,1,1,2
009345,1,1,2,2,2,2,3,3,5, ,2, , ,1,1,1,1,1,1,1,1,1,2,1,6,3,2,2,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,5,2,2,3,1,3, , , , , , ,3,3,2,1,6,1,1,3,2,1,1, ,1,1,4, , ,1,5, , , , , , , , , , , , , , , ,3, , ,1953,1,4, , , ,6,17031,196,140,1698,1,3,10/13/2011,18.57,1, ,3,1,3,1
009353,2,2,2,2,1,2,2,3,2,3,3, , ,1,1,2,1,1,1,1,1,1,2,3,3,2,1,2,2,2,2,2,2,1, ,2,1,2,2,2,2,1,1,3,1,1,1,3,3,1, , , ,3,1,4, , , ,2,3,3,2,7,1,2,4,2,3, ,2,1,2,1,1,1, ,5, , , , , , , , , , , , , , , , ,2, ,1926,1, ,1, , ,8,17031,196,140,1698,1,3,10/13/2011,22.2,2,2,3,1,4,2
009357,4,2,2,2,3,2,3,4,3,4,4, , ,1,1,2,3,1,3,3,3,3,5,3,5,2,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2,2,3,3,2, , , ,1,3,2, , , ,3,4,4,2,2,1,3,3,2,3, ,1,2,2,1,1,1, ,16, , , , , , , , , , , , ,3, , , ,1, ,1925,1, ,1, , ,1,17163,760,626,4118,1,3,10/13/2011,24.28,1,2,1,3,2,3
009359,2,3,2,2,1,2,3,2,1,1,3, , ,2,2,2,2,1,1,5,1,1,1,1,5,2,1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1, ,2, , , , , , ,3,1,3,3,3,3,1,4,2,1,5,2,3, ,3,2,2,1,1,1, ,5, , , , , , , , , , , , , , , , , ,2,1943,1, , ,1,2,4,17031,196,140,1698,1,3,10/13/2011,18.34,3,1,3,1,3,2
009371,2,1,3,3,1,3,2,5,4,4,2, , ,1,1,1,1,1,2,3,5,5,5,3,1,2,2,2,2,2,2,2,2,2,1,3,3,1,1,1,3,1,1,3,2,1,1,2, ,1,2,1,1, , , , , , ,3,1,3,2,2,2,1,3,2,4, , ,1,2,5, , ,3, , , , , , , , , , , , , , , , ,3, , ,1982,1,3, , , ,1,17031,196,140,1698,1,3,10/13/2011,17.19,1,2,2,1,1,2
009377,1,3,2,2,2,2,3,4,3,6,1,4, ,1,1,1,2,1,2,2,2,5,2,1,6,2,2,1,2,2,2,2,1,1, ,2,3,1,1,2,2,2,1,1,2,2,2,1, ,3, , , , , , ,3,1,3,2,3,2,1,5,2,1,6,2,1,1, ,2,2,5, , ,3, , , , , , , , , , , , , , , , , , ,3,1981,1, , ,1,2,7,17031,196,140,1698,1,3,10/13/2011,18.5,3, ,3,1,3,1
009392,2,2,2,2,1,3,4,4,5, ,1,10, ,3,3,2,2,1,1,4,2,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1, ,3, , , ,3,1,1, , , ,1,1,1,2,3,2,2,5,3,2,1, ,2,2,4, , ,1,5, , , , , , , , , , , , , , , , ,2, ,1938,1, ,1, , ,3,17031,196,140,1698,1,3,10/13/2011,25.2,3, ,3,1,1,2
009415,2,3,2,2,2,2,4,4,5, ,3, , ,3,3,3,3,2,1,1,4,4,1,1,6,2,2,1,1,2,1,2,3,2,1,2,2,2,1,1,1,2,1,1,1,3,1,2, ,1, , , , , , ,3,1,3,2,3,2,1,4,2,2,4,3,3, ,1,2,2,4, , ,1,5, , , , , , , , , , , , , , , , , ,2,1942,1, , ,1,2,3,17031,196,140,1698,1,3,10/13/2011,40.47,2, ,3,1,3,2
