id,hello,intro1,qskip1,rwdirusa,rwdiril,rwdirlocal,qlife,qskip2,cf_prohib_co,recall,cf_lim_leader,ch_lim_inkind,cf_lim_fedmatch,cf_comment,term_leader,cf_public,qskip3,redist_hat,redist_neutral,redist_comment,referend,qskip4,app_pres_oba,app_gov_quin,app_ilag_mad,app_Ilsminl_rad,app_iltres_gian,app_ilhminl_cro,app_ilspres_cul,app_ilhspk_mad,app_sen_durb,app_sen_bur,app_ilcomp_hyn,tax_fed_val,tax_il_val,tax_local_val,tax_fairshr,qskip5,qual_air,qual_infra,qual_cops,qual_K12,econ_local,qual_parks,budgq_grp1,budgq_grp2,budgq_grp3,deficit_grp1,deficit_grp2,deficit_comment,deficit_grp3,qskip6,cuts_K12,cuts_he,cuts_he_comments,cuts_cops,cuts_parks,cuts_poor,cuts_dis,cuts_disable_comment,pen_cuts,qskip7,tax_inc_temp,tax_sales,tax_services,gamble_exp,sell_il_asset,sell_il_asset_comment,prim10_vote,prim10_party,primgov_grp1,primgov_grp2,qskip8,primgov_grp3,primgov_grp4,primgov_grp5,primgov_grp6,primgov_grp7,primgov_grp8,qskip9,abort_leg,lgcoup.grp1,lg_coup_rts_comments,lgcoup.grp2,lgcoup.grp3,qskip10,hc_fed_resp,hc_fed_resp_comment,gender,education,party_aff1,party_str,party_indystr,hc_haveins,hc_pub,hc_empr,hc_indy,hc_other,hc_dknr,hc_cobra,hc_union,hc_supins,relig_att_often,relig_type,religion,relig_denom,relig_epis,relig_bapt,relig_bret,relig_coc,relig_cog,relig_luth,relig_meth,relig_pres,relig_crc,relig_mean,relig_what,born_again,born_again_comment,zip,birth_yr,rac_eth1,hhinc1,thank,gender2,thank2,date,time,area,age,add_comments,fix_deficit_il,prim10_gov_dem,prim10_gov_rep,lg_rights,party_aff2,party_aff3,party_strength,party_aff11,party_indy,Generation,hhinc,party_aff,rac_eth
84,1,1,1,2,2,2,3,1,2,2,2,3,2, ,2,2,1,3,2, ,3,1,2,2,1,9,9,9,9,3,1,3,9,5,3,5,3,1,3,5,3,9,5,2,1, , ,3, , , ,1,3,3, ,2,1,2,2, ,1,1,1,2,3,3,2, ,1,1,2, , , , , , , , ,1,2,2, , , ,1,2, ,2,6,3, ,4,1,1,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , ,3, ,60030,32,1,3,0,1, ,20090925,145608,2,77, ,3,2, ,2,3,2,3,4,6,1,1,3,1
85,1,1,1,2,2,1,3,1,2,1,3,3,3, ,3,2,1,3,2, ,2,1,2,2,2,9,9,9,9,9,9,9,9,3,2,3,2,1,2,3,3,2,5,1,1, , ,3, , , ,1,2,2, ,2,2,2,2, ,2,1,2,2,1,1,1, ,1,1, ,1, , , , , , , ,1,3, , , ,2,1,1, ,2,3,2,4, ,1,1,0,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , ,3, ,60506,79,4,2,0,1, ,20090925,150547,2,41, ,3,1, ,2,4,3,4,6,10,3,1,2,3
86,1,1,1,1,1,1,2,1,2,2,2,2,2, ,2,2,1,3,1, ,2,1,1,1,2,9,9,2,9,2,2,4,9,3,4,2,2,1,4,3,2,2,3,1, , ,1, , , ,3,1,2,2, ,2,2,2,2, ,2,1,2,1,1,1,1, ,1,9, , , , , , , , , ,1,2, , ,1, ,1,1, ,2,3,3, ,1,1,0,1,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,60446,56,1,5,0,1, ,20090925,150949,3,52, ,3, , ,1,5,3,3,5,9,2,2,3,1
87,1,1,1,2,2,2,1,1,1,1,1,1,2, ,1,2,1,4,2, ,2,1,4,3,2,2,2,1,2,4,4,4,1,5,5,5,3,1,3,4,3,3,3,3, ,1, , ,3, , ,1,2,2, ,2,2,1,2, ,2,1,1,1,2,2,2, ,1,9, , , , , , , , , ,1,2, , , ,3,1,3, ,2,3,8, ,8,1,0,1,0,0,0,0,0,0,2,1, ,5, , , , , , , , , , , ,3, ,62530,47,1,5,0,1, ,20090925,151539,3,66, ,3, , ,3,6,8,6,88,88,2,2,9,1
88,1,1,1,2,2,1,3,1,4,4,4,4,1, ,1,4,1,4,5, ,2,1,4,2,1,9,9,1,3,4,4,4,2,3,9,2,3,1,3,3,1,3,4,3,1, , ,2, , , ,1,2,1, ,2,1,3,2, ,2,1,2,1,2,2,2, ,1,9, , , , , , , , , ,1,2, , ,3, ,1,4, ,2,2,3, ,5,1,1,0,1,0,0,0,0,0,1,1, ,16, , , , , , , , , , , ,1, ,61842,35,1,3,0,1, ,20090925,151733,3,47, ,2, , ,3,2,1,3,3,5,1,1,3,1
89,1,1,1,1,2,2,2,1,3,1,1,2,1, ,2,2,1,3,1, ,1,1,1,3,1,9,1,2,9,2,1,9,9,5,5,5,3,1,5,3,5,5,5,5, ,1, , ,2, , ,1,2,1, ,2,2,2,2, ,2,1,2,2,1,1,2, ,1,1,2, , , , , , , , ,1,1,1, , , ,1,1, ,1,6,2,4, ,1,0,1,0,0,0,0,0,0,3,1, ,5, , , , , , , , , , , ,3, ,60409,63,1,5,0,2, ,20090925,153049,2,63, ,2,2, ,1,4,3,4,6,10,2,2,2,1
90,1,1,1,1,1,1,3,1,4,1,3,1,4, ,2,4,1,4,1, ,2,1,1,2,1,9,2,9,9,2,1,2,1,2,4,4,2,1,3,5,5,5,3,5, ,1, , ,1, , ,1,2,2, ,2,2,2,1, ,1,1,2,2,1,1,1, ,1,1, ,9, , , , , , , ,1,2, , , ,3,1,1, ,2,3,2,2, ,1,1,1,0,0,0,0,0,0,3,1, ,23, , , , , , , , , , , ,1, ,60644,35,2,2,0,1, ,20090925,153426,1,74, ,1,9, ,3,5,3,5,7,11,1,1,2,2
91,1,1,1,1,3,1,3,1,1,4,2,1,1, ,1,1,1,5,2, ,2,1,1,2,1,9,2,9,2,4,1,2,2,3,3,3,2,1,3,3,2,4,3,3,1, , ,1, , , ,1,2,3, ,2,2,2,2, ,2,1,2,1,1,1,2, ,1,1,4, , , , , , , , ,1,1, , ,2, ,1,1, ,2,2,2,2, ,1,1,0,0,0,0,0,0,0,5, ,1,5, , , , , , , , , , , ,3, ,60402,39,1,4,0,1, ,20090925,154348,2,70, ,1,4, ,2,5,3,5,7,11,1,2,2,1
92,1,1,1,2,2,3,4,1,2,5,2,2,2, ,2,2,1,3,2, ,2,1,2,2,2,9,2,9,9,2,9,9,1,4,4,4,3,1,3,4,3,2,4,2, ,1, , ,2, , ,1,2,2, ,2,2,2,2, ,2,1,3,9,2,3,1, ,1,9, , , , , , , , , ,1,2, , ,2, ,1,9, ,2,2,9, ,99,1,1,0,1,0,0,0,0,0,2,1, ,13, , , , , ,2, , , , , ,2, ,61364,36,1,9,0,1, ,20090925,154513,3,73, ,2, , ,2,99,99,9,99,99,1,9,9,1
93,1,1,1,1,1,1,2,1,1,1,1,1,5, ,1,1,1,2,3, ,1,1,1,2,1,3,2,3,3,4,1,3,2,3,4,3,1,1,2,4,1,9,3,1, ,1, , ,3, , ,1,2,1, ,2,1,2,2, ,2,1,1,2,2,2,2, ,1,1,2, , , , , , , , ,1,1, , , ,2,1,2, ,2,6,2,2, ,1,0,1,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,60031,56,1,7,0,1, ,20090925,155336,2,53, ,3,2, ,2,5,3,5,7,11,2,4,2,1
94,1,1,1,2,1,1,2,1,2,1,1,2,5, ,2,2,1,3,2, ,1,1,4,2,2,1,4,2,2,3,3,9,2,4,3,3,2,1,1,4,2,4,4,2, , ,1, , , ,3,1,2,1, ,1,1,1,1, ,1,1,2,1,1,1,2, ,1,9, , , , , , , , , ,1,3,3, , , ,1,4, ,2,6,3, ,5,1,1,0,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,60559,0,1,6,0,1, ,20090925,155607,2,66, ,3, , ,3,2,1,3,3,5,0,3,3,1
95,1,1,1,2,3,1,1,1,2,1,2,2,2, ,2,1,1,3,2, ,2,1,3,2,9,9,9,9,9,2,4,4,2,5,4,1,2,1,1,2,2,1,1,1, ,1, , ,2, , ,1,2,1, ,2,2,1,2, ,2,1,2,2,2,2,1, ,1,2, , ,1, , ,9, , , ,1,2, , , ,2,1,4, ,2,2,1,1, ,1,1,0,1,0,0,0,0,0,3,1, ,13, , , , , ,1, , , , , ,2, ,60056,38,1,5,0,1, ,20090925,160325,2,73, ,2, ,9,2,1,1,1,1,1,1,2,1,1
96,1,1,1,1,1,1,1,1,2,3,9,2,2, ,1,2,1,3,2, ,3,1,1,2,1,9,1,9,9,2,1,4,9,2,3,1,2,1,2,1,1,1,3,1,1, , ,2, , , ,1,2,2, ,2,2,2,2, ,2,1,2,2,1,2,2, ,1,1, ,1, , , , , , , ,1,2,1, , , ,1,1, ,2,5,2,2, ,1,0,1,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,60526,69,1,6,0,1, ,20090925,160940,2,40, ,2,1, ,1,5,3,5,7,11,3,3,2,1
97,1,1,1,2,2,1,3,1,2,3,3,2,2, ,2,3,1,4,1, ,3,1,4,3,3,9,1,9,9,3,4,4,2,4,4,3,2,1,3,3,1,3,5,1, , ,1, , , ,1,1,2,1, ,2,2,2,2, ,1,1,2,2,1,1,1, ,1,2, , ,1, , ,3, , , ,1,2,3, , , ,1,3, ,1,3,3, ,5,1,0,1,0,0,0,0,0,0,1,1, ,16, , , , , , , , , , , ,1, ,60164,61,1,5,0,2, ,20090925,161830,2,46, ,1, ,3,3,2,1,3,3,5,2,2,3,1
98,1,1,1,1,3,2,3,1,4,2,5,5,1, ,2,4,1,2,2, ,2,1,1,2,2,2,1,9,2,4,4,3,3,3,5,3,9,1,2,4,1,2,3,2,1, , ,3, , , ,1,2,1, ,2,2,2,2, ,1,1,1,2,1,2,2, ,1,1, ,9, , , , , , , ,1,2, , , ,2,1,1, ,1,2,2,2, ,1,1,0,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,60142,39,1,3,0,2, ,20090925,161934,2,70, ,3,9, ,2,5,3,5,7,11,1,1,2,1
100,1,1,1,1,1,1,2,1,1,3,1,1,5, ,1,2,1,5,5, ,2,1,2,1,1,9,2,9,9,2,2,9,1,3,3,3,3,1,1,3,1,1,3,1, ,1, , ,1, , ,1,2,2, ,2,2,2,2, ,2,1,2,2,2,2,2, ,1,2, , ,1, , , , , ,9,1,2,3, , , ,1,1, ,2,5,1,3, ,1,1,0,0,0,0,0,0,0,1,1, ,13, , , , , ,1, , , , , ,1, ,60630,36,1,9,0,1, ,20090925,181248,1,75, ,1, ,9,3,2,1,2,2,2,1,9,1,1
102,1,1,1,2,2,2,3,1,3,2,2,2,2, ,2,3,1,4,2, ,2,1,2,3,1,9,9,9,9,3,2,9,4,3,3,3,2,1,3,2,2,2,5,3,1, , ,3, , , ,1,2,2, ,2,2,2,2, ,2,1,1,2,1,2,9, ,1,2, , ,1, , , , , ,15,1,2, , ,2, ,1,4, ,2,6,3, ,3,1,0,1,0,0,0,0,0,0,2,2, , , , , , , , , , , , ,11,3, ,60429,59,2,4,0,1, ,20090925,182215,2,50, ,3, ,15,2,4,3,3,5,7,2,2,3,2
104,1,1,1,2,2,1,1,1,4,1,3,1,4, ,2,2,1,2,2, ,2,1,2,2,9,9,9,2,9,9,2,9,9,2,3,2,3,1,5,3,2,2,2,3, , ,1, , , ,3,1,2,2, ,2,2,2,2, ,2,1,2,1,2,2,2, ,1,1,9, , , , , , , , ,1,3, , ,3, ,1,2, ,1,1,2,2, ,1,0,1,0,0,0,0,0,0,1,1, ,24, , , , , , , , , , , ,1, ,62298,33,1,2,0,2, ,20090925,184226,3,75, ,3,9, ,3,5,3,5,7,11,1,1,2,1
105,1,1,1,3,2,2,4,1,9,2,2,2,2, ,2,3,1,3,2, ,9,1,2,2,9,9,9,9,9,9,9,9,9,3,2,2,3,1,3,4,2,3,4,2, , ,1, , , ,4,1,2,2, ,2,2,2,2, ,2,1,2,2,1,2,2, ,1,1, ,1, , , , , , , ,1,2, , ,1, ,1,1, ,2,3,2,2, ,1,0,1,0,0,0,0,0,0,3,2, , , , , , , , , , , , ,12,3, ,62040,86,1,9,0,1, ,20090925,184725,3,53, ,4,1, ,1,5,3,5,7,11,4,9,2,1
107,1,1,1,1,2,1,2,1,1,2,1,1,1, ,1,3,1,4,1, ,3,1,1,2,1,9,2,9,2,4,1,3,2,2,2,2,2,1,1,2,1,1,2,2, ,1, , ,3, , ,1,2,2, ,2,2,2,2, ,2,1,2,1,1,1,2, ,1,1, ,1, , , , , , , ,1,2, , ,1, ,1,1, ,2,5,2,2, ,1,0,1,0,0,0,0,0,0,4, ,1,6, , , ,2, , , , , , , ,2, ,60448,64,1,5,0,1, ,20090925,185936,2,51, ,3,1, ,1,5,3,5,7,11,2,2,2,1
109,1,1,1,1,2,3,2,1,2,3,2,1,9, ,3,2,1,4,2, ,2,1,1,2,1,9,2,2,3,4,2,3,9,2,4,3,2,1,3,4,2,4,3,1, ,1, , ,1, , ,1,2,2, ,2,2,2,2, ,1,1,1,2,1,2,2, ,1,9, , , , , , , , , ,1,1, , , ,1,1,1, ,2,3,3, ,2,1,1,0,1,0,0,0,0,0,1,1, ,14, , , , , , ,1, , , , ,2, ,60087,28,1,4,0,1, ,20090925,190757,2,82, ,1, , ,1,4,3,3,5,8,1,2,3,1
110,1,1,1,1,1,1,3,1,3,3,5,3,3, ,1,5,1,3,2, ,2,1,1,2,2,2,2,9,2,2,1,2,2,2,2,1,2,1,1,2,2,1,3,1, , ,1, , , ,3,1,2,2, ,2,1,2,2, ,2,1,1,1,1,1,1, ,1,1,9, , , , , , , , ,1,1,1, , , ,1,1, ,2,6,2,2, ,1,1,0,1,0,0,0,0,0,4, ,1,13, , , , , ,1, , , , , ,2, ,61270,40,1,5,0,1, ,20090925,191224,3,69, ,3,9, ,1,5,3,5,7,11,1,2,2,1
111,1,1,1,1,1,1,1,1,2,2,2,2,2, ,3,2,1,2,2, ,3,1,1,2,2,9,2,9,2,2,1,4,2,1,3,1,1,1,2,1,1,2,2,1, ,1, , ,3, , ,1,2,2, ,2,2,2,2, ,2,1,1,2,1,1,2, ,1,1, ,3, , , , , , , ,1,1,2, , , ,1,1, ,2,6,2,2, ,1,0,1,0,0,0,0,0,0,1,1, ,13, , , , , ,2, , , , , ,2, ,60130,61,1,7,0,1, ,20090925,191304,2,48, ,3,3, ,2,5,3,5,7,11,2,4,2,1
113,1,1,1,1,3,3,2,1,2,2,5,2,5, ,1,5,1,4,1, ,3,1,1,9,1,9,9,9,9,2,1,9,9,2,2,2,9,1,9,3,2,9,4,2, , ,1, , , ,4,1,2,2, ,2,2,2,2, ,3,1,2,1,2,2,9, ,1,1, ,9, , , , , , , ,1,2, , , ,3,1,1, ,2,6,2,4, ,1,0,1,0,0,0,0,0,0,1,1, ,3, ,4, , , , , , , , , ,1, ,60619,37,2,1,0,1, ,20090925,193149,1,72, ,4,9, ,3,4,3,4,6,10,1,1,2,2
114,1,1,1,2,2,1,2,1,1,2,1,1,2, ,1,2,1,4,1, ,2,1,1,3,9,9,9,9,2,2,2,3,9,4,4,3,9,1,3,3,3,1,4,3, ,1, , ,2, , ,1,2,2, ,2,2,2,2, ,1,1,2,1,2,2,2, ,1,1, ,9, , , , , , , ,1,1,2, , , ,1,1, ,1,5,3, ,9,1,0,1,0,0,0,0,0,0,3,1, ,5, , , , , , , , , , , ,3, ,60546,58,1,9,0,2, ,20090925,193705,2,50, ,2,9, ,2,88,9,3,88,88,2,9,3,1
115,1,1,1,1,2,1,2,1,1,3,5,2,1, ,1,5,1,3,5, ,1,1,1,2,1,9,9,9,9,4,1,4,9,9,2,2,1,1,2,2,1,3,4,2, ,1, , ,1, , ,1,2,2, ,2,2,2,2, ,2,1,1,1,1,2,2, ,2, , , , , , , , , , ,1,1, , ,1, ,1,2, ,2,6,2,2, ,1,0,1,0,0,0,0,0,0,2,1, ,5, , , , , , , , , , , ,3, ,60016,55,1,6,0,1, ,20090925,193758,2,54, ,1, , ,1,5,3,5,7,11,2,3,2,1
116,1,1,1,2,2,1,2,1,2,4,3,2,2, ,5,3,1,5,5, ,2,1,3,2,2,9,9,9,9,2,2,3,2,5,5,5,9,1,2,2,2,9,3,1, , ,1, , , ,2,1,2,3, ,1,2,1,2, ,2,1,2,1,1,1,9, ,1,2, , ,1, , , , ,9, ,1,2, , , ,2,1,2, ,2,3,1,1, ,1,0,1,0,0,0,0,0,0,3,1, ,5, , , , , , , , , , , ,3, ,60096,57,1,2,0,1, ,20090925,194105,2,20, ,2, ,9,2,1,1,1,1,1,2,1,1,1
118,1,1,1,2,2,1,2,1,1,1,1,2,2, ,2,5,1,3,2, ,3,1,2,2,9,9,9,9,9,3,2,9,3,4,4,6,3,1,1,3,2,2,2,2, ,1, , ,2, , ,1,2,2, ,2,1,2,2, ,2,1,2,2,1,2,2, ,1,1,3, , , , , , , , ,1,3, , ,3, ,1,3, ,2,2,3, ,3,1,1,1,0,0,0,0,0,0,2,1, ,5, , , , , , , , , , , ,3, ,61862,42,1,4,0,1, ,20090925,194739,3,82, ,2,3, ,3,4,3,3,5,7,1,2,3,1
119,1,1,1,1,1,2,1,1,1,1,1,2,1, ,2,2,1,4,3, ,2,1,1,1,1,2,1,9,4,2,1,2,1,2,2,2,3,1,1,3,3,1,2,3, ,1, , ,2, , ,1,2,2, ,2,2,2,2, ,2,1,2,2,2,2,2, ,1,4, , , , , , , , , ,1,2, , ,2, ,1,2, ,2,3,8, ,3,1,1,0,1,0,0,0,0,0,3,1, ,13, , , , , ,2, , , , , ,1, ,60629,28,1,2,0,1, ,20090925,200013,1,81, ,2, , ,2,4,3,6,88,88,1,1,9,1
120,1,1,1,2,2,2,2,1,1,1,1,2,1, ,1,2,1,3,2, ,3,1,4,2,1,9,9,9,9,2,4,4,2,4,4,2,2,1,1,2,1,2,3,2, , ,1, , , ,2,1,1,2, ,2,2,1,2, ,1,1,1,2,2,2,1, ,1,4, , , , , , , , , ,1,2, , , ,1,1,4, ,1,5,8, ,5,1,1,0,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , ,3, ,60201,46,1,3,0,2, ,20090925,200206,2,63, ,2, , ,1,2,1,6,88,88,1,1,9,1
121,1,1,1,2,2,2,5,1,1,1,4,1,5, ,2,4,1,4,4, ,2,1,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3,1,1,2,2,5,5,3,1, , ,2, , , ,1,1,2, ,1,1,1,2, ,2,1,2,2,1,2,1, ,1,9, , , , , , , , , ,1,1, , ,2, ,1,4, ,2,6,2,2, ,1,0,0,1,0,0,0,0,0,4, ,1,14, , , , , , ,1, , , , ,2, ,60531,55,1,5,0,1, ,20090925,200520,1,54, ,2, , ,2,5,3,5,7,11,2,2,2,1
122,1,1,1,2,2,2,3,1,3,1,1,3,3, ,3,1,1,3,3, ,2,1,4,2,2,9,2,2,9,4,4,4,2,5,5,5,1,1,5,5,3,5,5,3,1, , ,3, , , ,1,2,2, ,2,2,1,2, ,1,1,2,2,1,1,2, ,1,4, , , , , , , , , ,1,2, , , ,2,1,4, ,1,3,3, ,5,1,0,1,1,0,0,0,0,0,4, ,1,5, , , , , , , , , , , ,3, ,60452,58,1,5,0,2, ,20090925,201053,2,47, ,3, , ,2,2,1,3,3,5,2,2,3,1
125,1,1,1,1,1,2,1,1,3,1,2,2,2, ,5,2,1,3,2, ,3,1,1,2,1,9,1,9,2,1,1,4,2,3,2,2,2,1,3,3,2,2,2,2, ,1, , ,3, , ,1,2,1, ,1,2,2,1, ,2,1,2,2,1,1,1, ,1,1,8, , , , , , , , ,1,2, , , ,2,1,1, ,1,3,2,3, ,1,0,1,0,0,0,0,0,0,4, ,1,24, , , , , , , , , , , ,2, ,60613,56,4,3,0,2, ,20090925,201802,1,53, ,3,8, ,2,999,999,999,999,999,2,1,2,3
126,1,1,1,1,1,1,1,1,2,1,2,2,2, ,1,2,1,4,1, ,3,1,1,2,1,9,9,9,9,3,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1, , ,3, , , ,1,2,2, ,2,2,2,2, ,2,1,1,1,1,2,2, ,1,2, , ,1, , , ,1, , ,1,2, , ,3, ,1,2, ,2,6,1,1, ,1,1,0,0,0,0,0,0,0,3,1, ,14, , , , , , ,1, , , , ,2, ,61761,35,1,4,0,1, ,20090925,202257,3,77, ,3, ,1,3,1,1,1,1,1,1,2,1,1
128,1,1,1,1,2,1,2,1,2,5,2,1,2, ,3,2,1,3,1, ,3,1,2,9,9,9,9,9,4,4,1,9,9,2,9,2,2,1,2,2,1,1,4,1,1, , ,1, , , ,1,2,2, ,2,2,2,2, ,2,1,1,2,3,2,2, ,1,1, ,9, , , , , , , ,1,1, , , ,1,1,1, ,2,6,2,2, ,1,0,1,0,0,0,0,0,0,4, ,2, , , , , , , , , , , ,6,3, ,60035,54,1,6,0,1, ,20090925,202950,2,55, ,1,9, ,1,5,3,5,7,11,2,3,2,1
129,1,1,1,2,2,2,3,1,1,2,2,2,1, ,2,2,1,5,2, ,3,1,2,2,1,9,2,2,9,2,2,2,2,3,4,4,2,1,3,2,2,2,3,3,1, , ,3, , , ,1,2,3, ,2,2,2,2, ,2,1,2,2,1,2,2, ,1,1,9, , , , , , , , ,1,2,2, , , ,1,2, ,2,5,2,4, ,1,0,1,0,0,0,0,0,0,2,1, ,5, , , , , , , , , , , ,3, ,61068,59,1,6,0,1, ,20090925,203054,3,52, ,3,9, ,2,4,3,4,6,10,2,3,2,1
131,1,1,1,1,2,1,2,1,5,5,5,5,5, ,5,5,1,3,2, ,3,1,2,2,3,9,9,9,9,2,2,3,9,3,3,3,9,1,2,2,2,2,2,2, ,1, , ,1, , ,1,2,2, ,2,2,2,2, ,2,1,2,2,2,2,2, ,1,1, ,3, , , , , , , ,1,3, , ,1, ,1,1, ,2,2,2,2, ,1,1,0,1,0,0,0,0,0,4, ,1,5, , , , , , , , , , , ,3, ,62208,44,1,3,0,1, ,20090925,203802,3,65, ,1,3, ,1,5,3,5,7,11,1,1,2,1
132,1,1,1,1,1,1,2,1,2,2,3,2,9, ,3,2,1,4,2, ,2,1,1,1,1,9,2,9,2,4,1,2,2,3,3,1,2,1,2,2,1,1,1,1, ,1, , ,1, , ,1,2,2, ,2,2,2,2, ,1,1,1,2,1,2,2, ,1,1,1, , , , , , , , ,1,1, , , ,1,1,1, ,2,5,2,1, ,1,1,1,0,0,0,0,0,0,3,1, ,5, , , , , , , , , , , ,3, ,60467,36,1,4,0,1, ,20090925,203814,2,73, ,1,1, ,1,999,999,999,999,999,1,2,2,1
133,1,1,1,1,2,2,2,1,1,3,5,1,1, ,1,2,1,4,1, ,2,1,1,2,1,9,9,9,9,2,1,4,9,5,4,2,1,1,3,1,1,1,4,1,1, , ,2, , , ,1,3,2, ,2,2,2,2, ,1,1,2,2,1,1,2, ,1,9, , , , , , , , , ,1,1,2, , , ,1,2, ,2,5,2,4, ,1,1,0,0,0,0,0,0,0,4, ,1,14, , , , , , ,1, , , , ,1, ,60565,44,1,2,0,1, ,20090925,204539,2,65, ,2, , ,2,4,3,4,6,10,1,1,2,1
134,1,1,1,2,3,2,2,1,4,2,1,1,2, ,2,5,1,3,2, ,3,1,4,9,2,9,9,9,9,9,9,9,9,4,4,4,1,1,5,3,1,1,3,2, ,1, , ,2, , ,1,2,1, ,3,1,3,2, ,1,1,2,2,1,2,2, ,1,2, , ,1, , , , ,9, ,1,2,3, , , ,1,3, ,2,5,1,1, ,1,0,1,0,0,0,0,0,0,2,1, ,5, , , , , , , , , , , ,3, ,61354,70,1,7,0,1, ,20090925,204840,3,41, ,2, ,9,3,1,1,1,1,1,3,4,1,1
136,1,1,1,2,2,1,2,1,4,3,1,1,3, ,1,3,1,4,4, ,2,1,4,2,2,9,4,2,9,2,4,4,3,3,5,3,2,1,4,3,4,2,4,4,1, , ,2, , , ,1,2,2, ,2,2,2,2, ,1,1,2,2,2,1,2, ,1,2, , ,1, , , , ,9, ,1,2, , , ,3,1,3, ,1,5,1,1, ,1,0,1,0,0,0,0,0,0,3,1, ,17, , , , , , , , , , , ,3, ,60133,75,7,9,0,2, ,20090925,205247,2,34, ,2, ,9,3,1,1,1,1,1,3,9,1,7
137,1,1,1,2,2,2,2,1,1,3,1,1,2, ,2,2,1,3,2, ,3,1,2,2,2,9,9,9,9,3,2,4,9,3,3,2,3,1,2,2,2,3,4,1, , ,1, , , ,3,1,2,1, ,2,1,2,2, ,1,1,1,1,1,2,2, ,1,1, ,1, , , , , , , ,1,2, , ,3, ,1,3, ,1,5,2,4, ,1,0,1,0,0,0,0,0,0,1,1, ,22, , , , , , , , , ,3, ,1, ,62966,52,1,4,0,2, ,20090925,205359,3,57, ,3,1, ,3,4,3,4,6,10,2,2,2,1
138,1,1,1,2,2,2,2,1,2,9,1,2,1, ,1,2,1,2,1, ,3,1,3,3,3,9,2,2,9,4,1,4,3,4,4,3,3,1,2,5,2,2,5,1,1, , ,3, , , ,1,2,1, ,2,2,2,2, ,1,1,1,1,1,1,2, ,1,9, , , , , , , , , ,1,1,3, , , ,1,1, ,1,3,3, ,5,1,0,1,0,0,0,0,0,0,1,1, ,13, , , , , ,2, , , , , ,2, ,62233,51,1,2,0,2, ,20090926,122037,3,64, ,3, , ,3,2,1,3,3,5,2,1,3,1
139,1,1,1,2,2,2,4,1,5,2,5,5,5, ,1,3,1,4,3, ,2,1,4,3,1,2,4,2,4,4,4,4,3,5,5,5,1,1,5,3,5,4,5,2, ,1, , ,2, , ,1,3,3, ,3,3,3,3, ,3,1,2,2,2,3,9, ,1,9, , , , , , , , , ,1,4, , , ,9,1,4, ,2,6,3, ,5,1,1,1,0,0,0,0,0,0,2,1, ,5, , , , , , , , , , , ,3, ,60614,47,1,7,0,1, ,20090926,122823,1,62, ,2, , ,4,2,1,3,3,5,2,4,3,1
140,1,1,1,1,2,2,3,1,1,1,1,1,1, ,1,1,1,3,2, ,3,1,1,1,1,9,9,2,9,1,1,2,1,3,3,4,3,1,2,3,1,1,4,1, , ,1, , , ,3,1,2,2, ,2,1,2,2, ,1,1,1,2,2,2,9, ,1,1, ,1, , , , , , , ,1,2,1, , , ,1,1, ,2,2,3, ,3,1,1,1,1,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,62293,29,1,3,0,1, ,20090926,125312,3,80, ,3,1, ,1,4,3,3,5,7,1,1,3,1
141,1,1,1,1,1,1,2,1,4,2,3,2,3, ,4,3,1,2,1, ,1,1,2,2,1,9,2,9,2,2,3,4,2,3,3,2,2,1,1,2,2,1,2,1, , ,1, , , ,2,1,2,1, ,2,2,1,2, ,2,1,1,2,1,2,2, ,1,2, , ,1, , , , ,9, ,1,3,3, , , ,1,2, ,2,6,1,1, ,1,0,1,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,60189,64,1,5,0,1, ,20090926,130150,2,45, ,2, ,9,3,1,1,1,1,1,2,2,1,1
142,1,1,1,2,2,2,3,1,1,1,3,4,2, ,1,3,1,3,1, ,2,1,4,2,2,9,9,2,9,2,2,2,9,3,5,3,2,1,2,2,2,2,3,2,1, , ,2, , , ,1,2,1, ,2,1,2,2, ,1,1,1,2,1,2,1, ,1,2, , ,1, , ,1, , , ,1,2,3, , , ,1,1, ,2,2,3, ,6,1,1,0,0,0,0,0,0,0,3,1, ,7, , , , ,3, , , , , , ,2, ,62959,48,1,1,0,1, ,20090926,130911,3,61, ,2, ,1,3,2,1,3,3,4,2,1,3,1
