id,hello,intro1,qskip1,rwdirusa,rwdiril,rwdirlocal,qlife,qskip2,cf_prohib_co,recall,cf_lim_leader,ch_lim_inkind,cf_lim_fedmatch,cf_comment,term_leader,cf_public,qskip3,redist_hat,redist_neutral,redist_comment,referend,qskip4,app_pres_oba,app_gov_quin,app_ilag_mad,app_Ilsminl_rad,app_iltres_gian,app_ilhminl_cro,app_ilspres_cul,app_ilhspk_mad,app_sen_durb,app_sen_bur,app_ilcomp_hyn,tax_fed_val,tax_il_val,tax_local_val,tax_fairshr,qskip5,qual_air,qual_infra,qual_cops,qual_K12,econ_local,qual_parks,budgq_grp1,budgq_grp2,budgq_grp3,deficit_grp1,deficit_grp2,deficit_comment,deficit_grp3,qskip6,cuts_K12,cuts_he,cuts_he_comments,cuts_cops,cuts_parks,cuts_poor,cuts_dis,cuts_disable_comment,pen_cuts,qskip7,tax_inc_temp,tax_sales,tax_services,gamble_exp,sell_il_asset,sell_il_asset_comment,prim10_vote,prim10_party,primgov_grp1,primgov_grp2,qskip8,primgov_grp3,primgov_grp4,primgov_grp5,primgov_grp6,primgov_grp7,primgov_grp8,qskip9,abort_leg,lgcoup.grp1,lg_coup_rts_comments,lgcoup.grp2,lgcoup.grp3,qskip10,hc_fed_resp,hc_fed_resp_comment,gender,education,party_aff1,party_str,party_indystr,hc_haveins,hc_pub,hc_empr,hc_indy,hc_other,hc_dknr,hc_cobra,hc_union,hc_supins,relig_att_often,relig_type,religion,relig_denom,relig_epis,relig_bapt,relig_bret,relig_coc,relig_cog,relig_luth,relig_meth,relig_pres,relig_crc,relig_mean,relig_what,born_again,born_again_comment,zip,birth_yr,rac_eth1,hhinc1,thank,gender2,thank2,date,time,area,age,add_comments,fix_deficit_il,prim10_gov_dem,prim10_gov_rep,lg_rights,party_aff2,party_aff3,party_strength,party_aff11,party_indy,Generation,hhinc,party_aff,rac_eth
484,1,1,1,1,2,2,2,1,2,1,1,2,2, ,1,2,1,4,1, ,2,1,2,2,1,9,4,2,3,4,3,4,4,5,5,2,3,1,2,4,5,5,5,5, ,1, , ,2, , ,1,2,2, ,2,1,1,2, ,2,1,1,2,2,1,1, ,1,1,1, , , , , , , , ,1,1, , , ,2,1,3, ,2,5,2,4, ,1,0,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , ,3, ,60655,75,1,6,0,1, ,20090930,203707,1,32, ,2,1, ,2,4,3,4,6,10,3,3,2,1
485,1,1,1,2,2,2,3,1,1,2,2,2,2, ,2,3,1,4,2, ,2,1,3,2,2,2,2,2,2,2,1,4,2,4,4,3,3,1,2,4,3,3,4,3,1, , ,2, , , ,1,2,2, ,2,2,2,2, ,2,1,2,2,2,1,2, ,1,4, , , , , , , , , ,1,3, , , ,3,1,4, ,1,6,3, ,5,1,0,1,0,0,0,0,0,0,1,1, ,4, , ,3, , , , , , , , ,2, ,60901,56,1,5,0,2, ,20090930,204102,3,26, ,2, , ,3,2,1,3,3,5,2,2,3,1
486,1,1,1,1,2,1,3,1,3,3,4,3,3, ,2,3,1,4,2, ,2,1,2,4,2,9,9,9,9,9,2,4,2,3,9,2,2,1,5,5,2,1,3,2, , ,1, , , ,2,1,1,2, ,2,2,2,2, ,1,1,2,1,1,1,1, ,1,4, , , , , , , , , ,1,2, , ,1, ,1,2, ,2,5,2,4, ,1,0,1,0,0,0,0,0,0,3,1, ,5, , , , , , , , , , , ,3, ,60191,87,1,1,0,1, ,20090930,204101,2,20, ,2, , ,1,4,3,4,6,10,4,1,2,1
487,1,1,1,2,2,1,2,1,1,1,1,1,1, ,1,1,1,5,2, ,2,1,2,4,1,9,1,9,9,4,2,2,1,3,3,3,2,1,5,5,1,1,3,1, , ,1, , , ,2,1,2,2, ,2,2,3,2, ,2,1,1,1,1,2,2, ,2, , , , , , , , , , ,1,2, , ,3, ,1,3, ,2,3,8, ,8,1,0,1,0,0,0,0,0,0,5, ,1,14, , , , , , ,3, , , , ,2, ,62558,46,1,9,0,1, ,20090930,205043,3,63, ,2, , ,3,6,8,6,88,88,1,9,9,1
488,1,1,1,2,2,1,3,1,2,2,3,2,2, ,2,3,1,3,2, ,2,1,3,2,2,9,2,9,9,2,3,3,2,3,3,2,3,1,2,2,2,3,3,3, ,1, , ,2, , ,1,2,1, ,2,2,2,2, ,2,1,1,1,2,2,1, ,1,2, , ,1,9, , , , , ,1,3, , ,3, ,1,4, ,1,3,1,3, ,1,0,1,0,0,0,0,0,0,1,1, ,14, , , , , , ,1, , , , ,1, ,61882,47,1,4,0,2, ,20090930,205241,3,62, ,2, ,9,3,2,1,2,2,2,2,2,1,1
489,1,1,1,2,2,2,3,1,4,1,1,2,2, ,3,3,1,2,1, ,2,1,4,1,3,4,4,3,3,2,2,4,2,3,3,5,3,1,2,3,3,3,3,2,1, , ,2, , , ,1,2,2, ,2,1,2,2, ,2,1,2,2,1,2,1, ,1,4, , , , , , , , , ,1,3,3, , , ,1,3, ,2,5,1,3, ,1,0,1,0,0,0,0,0,0,3,1, ,3, ,5, , , , , , , , , ,2, ,60641,65,3,7,0,1, ,20090930,205444,1,44, ,2, , ,3,2,1,2,2,2,3,4,1,3
490,1,1,1,2,3,1,1,1,1,2,2,2,2, ,2,2,1,5,2, ,2,1,4,3,4,9,9,9,9,4,3,4,9,3,2,1,2,1,1,2,1,1,2,1,1, , ,2, , , ,1,2,2, ,2,1,1,2, ,2,1,2,2,2,2,9, ,1,2, , ,1,9, , , , , ,1,3,3, , , ,1,3, ,2,5,1,1, ,1,0,0,1,0,0,0,0,0,1,1, ,19, , , , , , , ,1, , , ,1, ,61068,43,1,5,0,1, ,20090930,205507,3,66, ,2, ,9,3,1,1,1,1,1,1,2,1,1
491,1,1,1,3,3,1,2,1,4,1,3,3,5, ,1,1,1,4,2, ,2,1,1,2,1,9,9,9,2,1,2,4,9,3,3,2,2,1,1,4,1,1,3,1,1, , ,4, , , ,1,2,2, ,2,2,2,2, ,2,1,2,2,2,3,9, ,1,9, , , , , , , , , ,1,2,2, , , ,1,2, ,2,5,9, ,99,1,1,0,0,0,0,0,0,0,2,1, ,99, , , , , , , , , , , ,2, ,99999,41,1,4,0,1, ,20090930,205453,2,20, ,4, , ,2,99,99,9,99,99,1,2,9,1
492,1,1,1,2,3,1,2,1,4,2,2,2,3, ,4,2,1,4,2, ,3,1,9,9,4,9,9,9,9,9,9,9,9,3,4,3,3,1,2,3,2,2,2,2, ,1, , ,4, , ,1,2,2, ,2,1,1,2, ,1,1,2,2,2,2,2, ,1,9, , , , , , , , , ,1,3, , ,3, ,1,3, ,2,2,2,2, ,1,0,1,0,0,0,0,0,0,2,1, ,5, , , , , , , , , , , ,3, ,60487,34,1,9,0,1, ,20091001,131244,3,29, ,4, , ,3,5,3,5,7,11,1,9,2,1
493,1,1,1,2,2,2,3,1,4,2,3,1,4, ,4,2,1,2,2, ,2,1,4,2,2,9,9,9,9,9,2,4,9,4,5,5,3,1,5,2,3,2,3,2,1, , ,2, , , ,1,2,2, ,2,2,2,2, ,2,1,1,1,1,1,2, ,1,9, , , , , , , , , ,1,2, , ,3, ,1,1, ,1,2,8, ,5,1,0,0,1,0,0,0,0,0,2,1, ,5, , , , , , , , , , , ,3, ,60450,57,1,2,0,2, ,20091001,133055,3,52, ,2, , ,3,2,1,6,88,88,2,1,9,1
494,1,1,1,1,1,1,3,1,2,2,3,1,5, ,1,2,1,5,2, ,2,1,1,3,2,9,1,9,2,2,1,3,2,3,3,5,3,1,2,2,3,2,3,3, , ,1, , , ,2,1,2,1, ,1,2,2,2, ,2,1,2,2,2,3,1, ,1,1, ,9, , , , , , , ,1,2, , ,3, ,1,1, ,1,3,2,2, ,1,1,1,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,60139,31,1,3,0,2, ,20091001,133308,2,78, ,2,9, ,3,5,3,5,7,11,1,1,2,1
495,1,1,1,2,2,1,2,1,1,3,1,2,2, ,1,1,1,4,2, ,2,1,4,2,2,2,2,2,2,1,2,4,1,3,3,2,3,1,2,2,1,1,1,2,1, , ,3, , , ,1,2,1, ,2,1,2,2, ,1,1,2,1,1,2,2, ,1,2, , ,1, ,7, , , , ,1,3,3, , , ,1,2, ,1,6,1,1, ,1,0,1,0,0,0,0,0,0,1,1, ,24, , , , , , , , , , , ,1, ,60506,51,1,5,0,2, ,20091001,133453,2,33, ,3, ,7,3,1,1,1,1,1,2,2,1,1
496,1,1,1,2,1,1,1,1,2,4,2,4,3, ,4,1,1,2,2, ,2,1,1,1,2,9,9,2,9,2,2,3,2,3,3,3,2,1,2,2,1,1,1,2, ,1, , ,3, , ,1,2,2, ,1,2,1,2, ,2,1,2,2,2,1,2, ,1,1, ,1, , , , , , , ,1,2, , ,2, ,1,1, ,2,2,2,4, ,1,1,0,0,0,0,0,0,0,4, ,1,13, , , , , ,2, , , , , ,2, ,60563,67,1,4,0,1, ,20091001,133602,2,34, ,3,1, ,2,4,3,4,6,10,3,2,2,1
500,1,1,1,1,1,1,2,1,3,1,5,5,2, ,5,2,1,2,2, ,2,1,2,1,2,9,2,9,9,2,1,9,9,3,4,4,2,1,3,2,3,3,3,2, ,1, , ,2, , ,1,2,3, ,3,2,1,2, ,2,1,2,2,1,1,2, ,1,1, ,1, , , , , , , ,1,4, , ,2, ,1,2, ,2,4,2,4, ,1,0,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , ,3, ,60482,69,1,5,0,1, ,20091001,135705,2,39, ,2,1, ,2,4,3,4,6,10,3,2,2,1
501,1,1,1,2,2,1,3,1,3,2,3,2,3, ,3,3,1,3,2, ,2,1,2,2,1,9,9,9,9,1,1,4,1,2,2,2,2,1,2,2,2,3,4,2, , ,1, , , ,2,1,2,2, ,2,1,2,2, ,2,1,2,2,2,2,1, ,1,9, , , , , , , , , ,1,2,1, , , ,1,2, ,1,3,3, ,8,1,1,0,1,0,0,0,0,0,4, ,1,3, ,5, , , , , , , , , ,2, ,60087,41,2,3,0,2, ,20091001,140120,2,68, ,2, , ,1,6,8,3,8,12,1,1,3,2
502,1,1,1,2,3,3,2,1,3,4,3,2,5, ,2,2,1,3,1, ,2,1,3,3,2,9,9,9,9,9,3,4,9,3,2,2,9,1,3,3,2,2,3,2,1, , ,2, , , ,1,2,1, ,2,1,2,2, ,1,1,1,1,1,2,9, ,1,2, , ,1, ,9, , , , ,1,3,2, , , ,1,3, ,2,3,1,1, ,1,0,1,0,0,0,0,0,0,1,1, ,24, , , , , , , , , , , ,1, ,60014,55,1,5,0,1, ,20091001,140442,3,26, ,2, ,9,2,1,1,1,1,1,2,2,1,1
504,1,1,1,2,2,2,1,1,4,1,1,1,2, ,1,1,1,4,5, ,2,1,4,4,3,9,2,9,3,4,4,4,3,5,5,2,3,1,1,1,1,1,2,1, , ,1, , , ,2,1,1,1, ,2,2,2,1, ,1,1,2,2,2,2,2, ,1,9, , , , , , , , , ,1,3, , ,2, ,1,4, ,1,6,1,9, ,1,0,1,1,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,60048,44,1,7,0,2, ,20091001,141046,2,65, ,2, , ,2,999,999,999,999,999,1,4,1,1
505,1,1,1,3,2,1,3,1,1,1,1,1,9, ,1,2,1,3,1, ,2,1,4,3,3,9,9,2,4,3,4,3,9,4,5,4,2,1,3,4,2,3,4,2,1, , ,2, , , ,1,2,2, ,1,1,1,2, ,2,1,2,2,1,1,1, ,1,2, , ,1, , , , , ,9,1,2,2, , , ,1,3, ,1,5,1,3, ,1,1,1,0,0,0,0,0,0,2,1, ,5, , , , , , , , , , , ,3, ,60142,29,1,4,0,2, ,20091001,141652,2,80, ,2, ,9,2,2,1,2,2,2,1,2,1,1
507,1,1,1,2,2,1,3,1,1,1,1,1,1, ,1,3,1,4,4, ,2,1,4,3,2,4,4,3,3,4,4,4,9,5,5,3,3,1,3,5,2,3,4,2, , ,1, , , ,3,1,2,2, ,2,2,2,1, ,2,1,2,1,2,2,2, ,1,2, , ,1, ,9, , , , ,1,3,3, , , ,1,4, ,1,5,1,1, ,1,1,0,1,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,60174,40,1,9,0,2, ,20091001,142111,2,58, ,3, ,9,3,1,1,1,1,1,1,9,1,1
509,1,1,1,2,2,2,2,1,5,1,2,3,2, ,2,3,1,4,5, ,3,1,2,9,9,9,9,9,9,9,2,3,9,3,2,2,2,1,3,2,2,4,3,2, , ,1, , , ,2,1,2,2, ,2,2,2,2, ,2,1,1,2,2,1,1, ,1,1, ,1, , , , , , , ,1,2,2, , , ,1,1, ,2,2,2,2, ,1,1,0,0,0,0,0,0,0,4, ,1,19, , , , , , , ,1, , , ,1, ,62960,83,1,1,0,1, ,20091001,142422,3,21, ,2,1, ,2,5,3,5,7,11,3,1,2,1
510,1,1,1,1,1,1,2,1,2,3,5,2,2, ,2,1,1,4,2, ,2,1,1,2,1,9,2,9,9,3,2,9,2,2,2,2,2,1,2,2,2,1,3,2,1, , ,2, , , ,1,2,1, ,2,2,2,2, ,3,1,1,2,1,1,2, ,1,1, ,9, , , , , , , ,1,2, , , ,1,1,1, ,2,6,3, ,3,1,1,0,0,0,0,0,0,0,2,1, ,5, , , , , , , , , , , ,3, ,60440,41,1,2,0,1, ,20091001,143106,2,68, ,2,9, ,1,4,3,3,5,7,1,1,3,1
511,1,1,1,3,1,3,3,1,2,2,2,2,2, ,3,2,1,2,2, ,2,1,1,2,9,9,9,9,2,9,2,2,9,2,2,5,3,1,3,3,2,2,5,3, ,1, , ,2, , ,1,2,1, ,1,1,1,2, ,2,1,1,2,2,3,9, ,1,1,1, , , , , , , , ,1,2,1, , , ,1,2, ,2,2,2,2, ,1,0,0,1,0,0,0,0,0,1,1, ,3, ,5, , , , , , , , , ,1, ,61201,41,2,1,0,1, ,20091001,143335,3,68, ,2,1, ,1,5,3,5,7,11,1,1,2,2
514,1,1,1,2,2,2,2,1,1,1,1,1,5, ,1,5,1,5,2, ,2,1,4,4,3,9,9,9,9,3,3,3,9,5,4,4,3,1,1,4,2,3,3,3,1, , ,2, , , ,1,2,2, ,2,1,1,2, ,1,1,2,1,1,2,2, ,1,2, , ,1, ,9, , , , ,1,3,3, , , ,1,4, ,1,5,1,3, ,1,0,1,1,0,0,0,0,0,1,1, ,7, , , , ,4, , , , , , ,2, ,61920,53,1,7,0,2, ,20091001,143812,3,20, ,2, ,9,3,2,1,2,2,2,2,4,1,1
517,1,1,1,3,2,1,2,1,1,2,2,1,2, ,1,2,1,3,2, ,3,1,2,1,2,9,2,9,2,2,1,3,2,2,2,2,2,1,1,2,2,1,2,2,1, , ,3, , , ,1,2,2, ,2,2,2,2, ,2,1,1,2,2,2,1, ,1,1,1, , , , , , , , ,1,2,2, , , ,1,1, ,1,3,2,4, ,1,1,0,1,0,0,0,0,0,4, ,1,5, , , , , , , , , , , ,3, ,60645,44,1,6,0,2, ,20091001,144853,1,61, ,3,1, ,2,4,3,4,6,10,1,3,2,1
518,1,1,1,1,2,1,3,1,3,3,3,2,5, ,2,2,1,4,2, ,3,1,1,2,2,9,1,9,2,3,1,3,2,4,3,4,2,1,2,2,2,3,4,2, , ,1, , , ,3,1,2,1, ,2,2,3,2, ,1,1,2,2,1,2,2, ,1,1,1, , , , , , , , ,1,2, , , ,2,1,2, ,2,5,3, ,3,1,0,1,0,0,0,0,0,0,3,1, ,23, , , , , , , , , , , ,2, ,60471,49,2,5,0,1, ,20091001,145304,2,60, ,3,1, ,2,4,3,3,5,7,2,2,3,2
519,1,1,1,2,2,2,3,1,4,5,3,2,2, ,4,2,1,3,2, ,3,1,1,2,1,9,2,9,9,2,1,9,2,3,3,2,2,1,3,2,2,1,3,2, ,1, , ,2, , ,1,2,3, ,2,1,2,2, ,1,1,2,9,2,1,2, ,2, , , , , , , , , , ,1,1, , , ,2,1,2, ,2,3,3, ,3,1,0,1,0,0,0,0,0,0,5, ,1,5, , , , , , , , , , , ,3, ,60513,45,1,3,0,1, ,20091001,145446,2,64, ,2, , ,2,4,3,3,5,7,1,1,3,1
521,1,1,1,2,2,2,2,1,3,2,3,2,2, ,1,3,1,4,2, ,3,1,4,2,9,9,9,9,9,9,1,9,9,4,3,5,9,1,2,5,1,9,5,1, ,1, , ,2, , ,1,2,3, ,2,2,2,2, ,2,1,2,2,2,1,2, ,1,9, , , , , , , , , ,1,3, , , ,2,1,2, ,2,3,1,1, ,1,0,1,0,0,0,0,0,0,3,1, ,5, , , , , , , , , , , ,3, ,60131,47,1,1,0,1, ,20091001,145941,2,62, ,2, , ,2,1,1,1,1,1,2,1,1,1
523,1,1,1,2,3,2,5,1,5,4,4,4,4, ,4,2,1,4,3, ,3,1,1,9,9,2,3,9,9,9,2,1,9,5,3,3,9,1,4,3,3,9,5,5, ,1, , ,4, , ,1,1,1, ,3,3,1,1, ,1,1,1,2,1,2,2, ,1,1,9, , , , , , , , ,1,3, , ,3, ,1,1, ,2,1,2,2, ,1,1,0,0,0,0,0,0,0,1,1, ,3, ,4, , , , , , , , , ,1, ,60628,27,2,8,0,1, ,20091001,150107,1,40, ,4,9, ,3,5,3,5,7,11,1,9,2,2
524,1,1,1,2,2,2,3,1,3,2,1,5,1, ,2,2,1,3,2, ,3,1,4,9,9,9,9,9,9,9,2,9,9,4,5,3,3,1,2,3,2,3,3,2, , ,1, , , ,2,1,2,2, ,2,2,2,2, ,1,1,2,2,2,2,2, ,1,9, , , , , , , , , ,1,2, , , ,3,1,2, ,2,2,9, ,5,1,1,0,1,0,0,0,0,0,1,1, ,14, , , , , , ,1, , , , ,1, ,62002,20,1,1,0,1, ,20091001,150439,3,89, ,2, , ,3,99,99,9,99,99,1,1,9,1
525,1,1,1,2,2,2,3,1,1,3,1,1,1, ,1,1,1,1,1, ,2,1,4,4,4,4,4,2,4,4,4,4,4,4,4,3,9,1,3,4,3,3,3,1, , ,1, , , ,2,1,2,1, ,2,1,3,2, ,2,1,2,2,1,1,2, ,1,4, , , , , , , , , ,1,3, , ,3, ,1,4, ,1,3,3, ,5,1,1,0,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,60106,27,1,4,0,2, ,20091001,150553,2,82, ,2, , ,3,2,1,3,3,5,1,2,3,1
526,1,1,1,2,2,1,2,1,4,4,4,4,5, ,1,2,1,2,3, ,3,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,9,1,2,2,5,5,3,2,1, , ,2, , , ,1,1,1, ,1,1,1,1, ,1,1,2,2,2,2,2, ,1,4, , , , , , , , , ,1,2,3, , , ,1,3, ,1,3,8, ,8,1,1,0,1,0,0,0,0,0,4, ,1,3, ,1, , , , , , , , , ,1, ,60425,40,1,4,0,2, ,20091001,151130,2,43, ,2, , ,3,6,8,6,88,88,1,2,9,1
528,1,1,1,1,2,1,2,1,2,3,2,2,2, ,2,4,1,4,2, ,2,1,9,2,2,9,9,9,9,2,2,3,2,3,3,2,2,1,2,4,2,2,3,1, , ,1, , , ,2,1,2,1, ,2,2,2,3, ,1,1,2,2,1,1,2, ,9, , , , , , , , , , ,1,2, , ,1, ,1,1, ,2,5,3, ,4,1,0,1,0,0,0,0,0,0,2,1, ,5, , , , , , , , , , , ,3, ,60555,51,1,4,0,1, ,20091001,153126,2,58, ,2, , ,1,3,2,3,4,6,2,2,3,1
529,1,1,1,1,3,1,2,1,3,3,3,2,2, ,1,3,1,2,3, ,2,1,1,3,2,3,2,9,9,4,1,2,2,4,4,2,3,1,1,1,1,1,5,1, , ,1, , , ,2,1,2,2, ,2,2,2,2, ,2,1,2,2,2,1,9, ,1,1, ,2, , , , , , , ,1,1,2, , , ,1,1, ,2,3,3, ,3,1,0,1,0,0,0,0,0,0,3,1, ,5, , , , , , , , , , , ,3, ,60462,47,1,9,0,1, ,20091001,153230,2,66, ,2,2, ,2,4,3,3,5,7,2,9,3,1
530,1,1,1,1,2,1,2,1,1,5,1,1,1, ,1,1,1,3,5, ,2,1,2,9,1,9,9,9,9,9,2,4,9,9,4,3,3,1,2,9,2,9,2,2, , ,1, , , ,2,1,2,1, ,2,2,1,2, ,2,1,2,1,2,1,1, ,1,9, , , , , , , , , ,1,1, , , ,9,1,9, ,2,3,3, ,8,1,0,1,1,0,0,0,0,0,9, ,99, , , , , , , , , , , , ,3, ,99999,0,1,9,0,1, ,20091001,153434,2,30, ,2, , ,4,6,8,3,8,12,0,9,3,1
531,1,1,1,1,3,1,1,1,1,1,1,1,1, ,1,1,1,4,1, ,1,1,2,2,1,9,2,9,2,2,2,4,2,2,3,2,2,1,2,2,1,1,2,1,1, , ,3, , , ,1,2,1, ,1,2,2,2, ,1,1,2,2,2,1,2, ,1,1, ,1, , , , , , , ,1,2, , ,2, ,1,2, ,1,6,2,4, ,1,0,0,1,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,60453,38,1,4,0,2, ,20091001,153421,2,39, ,3,1, ,2,4,3,4,6,10,1,2,2,1
532,1,1,1,2,2,2,2,1,2,2,9,2,9, ,9,9,1,5,2, ,3,1,3,3,9,9,9,9,9,9,3,3,9,3,3,4,3,1,2,3,3,3,3,2, ,1, , ,2, , ,1,2,1, ,2,1,1,2, ,3,1,2,2,2,1,1, ,1,2, , ,1, ,9, , , , ,1,3,3, , , ,1,2, ,2,5,1,3, ,1,0,1,0,0,0,0,0,0,1,1, ,16, , , , , , , , , , , ,1, ,61614,81,1,3,0,1, ,20091001,153944,3,32, ,2, ,9,3,2,1,2,2,2,3,1,1,1
535,1,1,1,2,2,2,1,1,3,2,2,2,3, ,2,2,1,3,3, ,2,1,3,3,2,9,2,9,2,2,2,2,2,3,3,3,3,1,3,3,3,9,5,1, ,1, , ,2, , ,1,2,2, ,2,2,2,2, ,2,1,1,2,1,2,1, ,1,1, ,13, , , , , , , ,1,3, , ,2, ,1,1, ,1,5,2,4, ,1,0,1,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,61704,58,2,6,0,2, ,20091001,155410,3,51, ,2,13, ,2,4,3,4,6,10,2,3,2,2
536,1,1,1,3,2,1,2,1,1,2,2,2,2, ,2,1,1,4,2, ,2,1,2,2,1,2,2,2,2,2,1,9,2,3,4,3,2,1,4,3,2,2,3,2, , ,1, , , ,2,1,2,2, ,3,2,1,1, ,2,1,2,1,2,2,2, ,1,1, ,9, , , , , , , ,1,2, , , ,2,1,2, ,1,3,3, ,3,1,0,0,1,0,0,0,0,0,3,1, ,13, , , , , ,2, , , , , ,2, ,61270,38,1,3,0,2, ,20091001,160005,3,36, ,2,9, ,2,4,3,3,5,7,1,1,3,1
537,1,1,1,1,3,1,2,1,2,2,2,5,5, ,2,5,1,2,3, ,3,1,1,2,2,9,9,9,9,3,2,3,9,3,4,4,9,1,3,2,3,9,3,2, , ,1, , , ,2,1,2,2, ,2,2,2,2, ,1,1,3,2,1,2,2, ,1,1, ,9, , , , , , , ,1,1, , , ,1,1,1, ,2,5,2,2, ,1,0,1,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , ,3, ,60302,67,1,4,0,1, ,20091001,160034,2,77, ,2,9, ,1,5,3,5,7,11,3,2,2,1
538,1,1,1,1,2,1,2,1,2,2,2,2,2, ,3,2,1,3,2, ,1,1,2,3,1,9,2,9,9,3,2,4,2,2,3,2,2,1,2,3,2,2,2,1,1, , ,3, , , ,1,2,2, ,2,2,2,2, ,2,1,1,1,1,2,3, ,1,2, , ,1, , , ,9, , ,1,1,1, , , ,1,1, ,2,6,1,3, ,1,0,1,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , ,3, ,60192,54,1,5,0,1, ,20091001,160129,2,55, ,3, ,9,1,2,1,2,2,2,2,2,1,1
540,1,1,1,2,2,2,2,1,2,2,9,2,3, ,3,3,1,2,3, ,2,1,3,2,2,9,3,9,9,3,4,9,2,4,4,2,3,1,2,1,1,2,2,1, ,1, , ,2, , ,1,2,1, ,2,1,3,2, ,1,1,2,2,2,2,2, ,1,2, , ,1, , , ,9, , ,1,2, , , ,2,1,4, ,1,5,1,3, ,1,0,1,0,0,0,0,0,0,4, ,1,13, , , , , ,1, , , , , ,2, ,61704,46,1,7,0,2, ,20091001,160431,3,57, ,2, ,9,2,2,1,2,2,2,1,4,1,1
541,1,1,1,2,2,1,3,1,1,1,1,1,5, ,1,2,1,3,5, ,3,1,3,3,9,9,9,9,9,9,3,4,9,3,3,3,3,1,2,3,2,3,3,2,1, , ,2, , , ,1,2,2, ,2,2,2,2, ,2,1,2,1,1,1,2, ,1,2, , ,1, , ,1, , , ,1,2, , , ,2,1,4, ,2,2,1,1, ,1,0,1,0,0,0,0,0,0,4, ,1,13, , , , , ,2, , , , , ,2, ,61874,46,1,9,0,1, ,20091001,160535,3,63, ,2, ,1,2,1,1,1,1,1,1,9,1,1
543,1,1,1,2,2,1,2,1,2,2,2,2,2, ,1,2,1,3,2, ,1,1,3,3,2,9,1,9,2,1,4,4,2,2,3,3,2,1,2,2,2,4,3,3, ,1, , ,2, , ,1,2,1, ,2,2,1,1, ,2,1,2,2,2,1,2, ,1,1,7, , , , , , , , ,1,2,2, , , ,1,2, ,2,6,1,3, ,1,0,1,0,0,0,0,0,0,3,1, ,5, , , , , , , , , , , ,3, ,60655,64,1,6,0,1, ,20091001,160850,1,45, ,2,7, ,2,2,1,2,2,2,2,3,1,1
545,1,1,1,1,1,1,2,1,2,2,2,5,5, ,2,5,1,3,2, ,2,1,2,2,2,9,9,9,9,2,2,2,9,3,2,2,2,1,2,3,2,3,3,2, ,1, , ,3, , ,1,2,2, ,2,2,2,2, ,1,1,1,1,1,2,9, ,1,2, , ,1, , , ,9, , ,1,2, , , ,2,1,2, ,1,6,3, ,5,1,1,0,0,0,0,0,0,0,1,1, ,19, , , , , , , ,1, , , ,2, ,61525,34,1,4,0,2, ,20091001,161909,3,83, ,3, ,9,2,2,1,3,3,5,1,2,3,1
547,1,1,1,2,1,1,3,1,1,2,2,2,2, ,2,2,1,4,2, ,2,1,3,9,2,9,9,9,9,9,9,9,9,3,3,3,9,1,2,2,2,3,2,2,1, , ,2, , , ,1,2,1, ,2,2,2,2, ,1,1,2,2,1,2,1, ,1,9, , , , , , , , , ,1,2, , ,2, ,1,3, ,1,5,1,1, ,1,0,1,0,0,0,0,0,0,4, ,1,13, , , , , ,2, , , , , ,2, ,60051,70,1,7,0,2, ,20091001,162358,2,19, ,2, , ,2,1,1,1,1,1,3,4,1,1
549,1,1,1,1,3,1,2,1,1,2,2,2,2, ,5,5,1,4,2, ,2,1,1,1,2,9,9,9,9,2,9,2,2,9,9,2,2,1,2,4,1,9,4,2, ,1, , ,3, , ,1,1,3, ,2,1,2,2, ,2,1,2,2,1,1,1, ,1,1,9, , , , , , , , ,1,2, , , ,9,1,3, ,2,2,2,2, ,1,1,1,0,0,0,0,0,0,5, ,1,5, , , , , , , , , , , ,3, ,60512,42,1,3,0,1, ,20091001,174143,2,67, ,3,9, ,4,5,3,5,7,11,1,1,2,1
550,1,1,1,1,2,1,2,1,2,1,2,2,2, ,5,2,1,3,1, ,2,1,2,2,1,9,2,9,9,1,3,4,2,3,5,3,3,1,1,3,2,3,2,2,1, , ,2, , , ,1,2,1, ,2,2,1,1, ,1,1,1,1,1,2,2, ,1,2, , ,1, , ,1, , , ,1,2,1, , , ,1,2, ,2,4,1,1, ,1,0,0,1,0,0,0,0,0,4, ,1,14, , , , , , ,1, , , , ,2, ,61728,57,1,6,0,1, ,20091001,174157,3,53, ,2, ,1,1,1,1,1,1,1,2,3,1,1
